duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
195351891,874357169,79409,14732649,3,
191821672,872138796,74915,14744256,4,
195240484,877245773,72802,14721677,3,
194717022,874814162,116425,14746034,3,
193815690,880142934,79339,14721225,4,
194682315,873842684,82348,14714253,4,
192381052,873975463,77746,14747120,3,
193812236,877865565,154821,14740224,3,
192263685,873874555,68473,14732016,3,
192722898,875388172,90884,14733302,4,
192862300,876879687,82561,14751061,3,
191894253,872294681,81156,14737085,3,
192398795,874330654,82836,14738715,3,
192530226,873997598,75707,14735521,3,
192383745,874150563,81671,14750534,4,
194234505,872091007,78458,14741582,3,
192783021,876110712,79945,14720263,3,
192681672,874613490,81438,14742699,3,
196386161,884456248,79747,15158370,3,
195040255,878672943,79937,14728237,4,
194619764,875592531,78612,14729867,3,
194596756,874932627,72255,14733420,3,
193953700,872346419,78435,14718950,3,
213913716,964008900,78734,14729443,3,
193856507,876294551,83471,14753004,5,
194889296,875065193,87933,14737730,4,
191969920,872575328,81540,14745319,3,
192894775,877044692,81077,14716755,3,
195350754,875750454,117964,14751664,3,
193044200,875805335,89431,14746061,5,
192623789,875384083,82707,14723836,3,
193184105,877652471,80743,14731008,3,
194265404,873711260,79806,14741034,3,
192258274,873558305,77999,14730882,4,
192937157,877220229,83105,14727576,4,
193156479,877837736,81005,14728325,3,
192864512,875323246,79857,14772741,3,
194083417,873261457,78961,14741427,4,
194476927,875332141,80243,14720594,3,
194179439,874143799,80326,14737655,5,
192491246,874874319,80252,14728581,3,
194394030,874317066,73812,14730720,3,
192350178,874461993,78081,14738509,3,
194616137,874638157,78845,14726253,3,
196158844,891016486,76826,14674221,5,
194497781,873966315,81418,14733327,4,
194956763,875922699,80905,14739613,3,
193592133,870813128,79414,14738386,3,
194587480,874706212,81899,14736668,3,
194672543,875614309,69572,14729601,5,
194530747,874598897,86985,14742010,3,
194599081,875647306,80559,14727190,3,
194715380,874936436,81678,14738321,3,
194837142,875676264,71215,14720660,3,
196082709,878347571,113737,14735867,4,
194713461,875268171,86868,14723104,4,
195069099,877137628,81376,14713792,3,
194693102,875644196,80954,14725496,3,
194957190,877344695,74576,14734740,3,
194405455,874974009,81513,14714073,5,
194394063,874497499,81516,14733536,3,
195009163,877205709,82756,14758485,4,
194304515,874282891,81406,14735979,3,
193419802,870617013,80470,14732927,3,
195210159,877250314,75752,14725111,4,
195007029,876557445,85641,14739034,4,
194607986,875682100,81761,14741358,3,
194325034,873863409,80945,14725346,4,
195240458,877412667,80486,14750668,3,
194383635,873942788,80842,14744778,5,
195068406,876987194,83572,14748154,3,
194678481,874786846,82345,14736751,3,
194952028,876553453,78582,14729156,3,
194285897,874439883,76877,14735946,4,
194526889,874289554,81946,14750164,4,
194862933,875485965,84872,14739462,3,
194791499,875392484,77678,14739305,3,
194160870,872850407,77507,14741507,3,
195281476,877744604,77977,14725294,3,
194168586,872366364,80369,14730287,6,
192486622,872828502,81834,14747305,4,
192313972,874371101,82645,14730633,3,
192367807,874479368,78509,14732495,3,
192248348,874928283,79725,14736367,3,
193180233,876674143,79397,14734183,3,
192958021,876391486,79917,14715849,6,
192901408,877182689,84056,14723732,3,
192618098,876255410,80917,14725746,3,
193446274,879117606,76784,14734627,3,
192460116,874733523,81743,14801581,4,
192103895,873899864,70626,14752818,4,
192251910,872988895,82586,14737255,3,
193235024,876759730,74592,14725244,3,
194628572,884955278,81341,14689816,4,
193181825,876230454,79484,14749293,3,
192826910,875502007,84564,14746217,4,
192299067,872917080,82657,14741750,3,
192487625,875778089,73500,14774756,3,
192178130,872666219,79895,14735738,3,
193935685,879584941,76710,14743501,4,
