duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
25813461,110050427,77496,1432964,4,
26026594,110908303,72422,1431372,3,
25536665,110144417,75015,1449084,3,
25611204,110092127,75501,1455859,3,
25585028,110316685,70859,1433347,3,
25582797,110122904,76115,1431137,2,
25493359,110121114,76402,1432667,3,
25766379,110943448,77593,1450590,3,
25630448,110223651,72101,1433081,4,
25597737,110266904,76365,1430279,2,
25684274,110482798,74138,1433172,3,
25482080,109916935,73149,1437931,2,
25458797,109767692,75384,1441452,3,
25530161,110162851,72333,1430331,3,
25580764,110237260,73441,1434040,3,
25567085,110398022,73823,1429882,3,
25575166,109907323,75111,1435656,3,
28040499,120738697,79913,1418138,5,
25687026,110941287,72708,1441657,3,
25432190,109569181,68884,1437414,3,
25485996,109703405,79149,1437005,3,
25658614,110669432,78942,1438766,3,
25472393,109644258,78667,1437227,4,
25679310,110479952,79960,1430118,3,
25483521,109625204,75655,1439689,3,
25687761,109626816,72525,1436538,3,
25743928,109564058,68882,1438128,3,
25952727,110528259,82305,1431973,3,
25681223,109721244,78732,1437375,3,
25579191,110235763,76775,1432441,3,
25673181,110485645,75990,1434740,3,
25664931,110513144,72625,1429934,4,
25602771,110122003,77168,1435011,3,
25628426,110336611,80371,1433178,3,
25637322,110378258,72886,1431331,3,
25633042,110592158,81752,1438277,3,
25552635,110243352,65663,1432103,2,
25730999,111057956,78682,1434121,3,
25689205,110775470,76361,1429898,2,
25557265,110050336,78857,1433887,3,
25663380,110772136,75316,1432265,2,
25592292,110269433,73565,1431898,3,
25679121,110765425,67673,1431505,3,
25677365,110640350,79408,1436933,3,
25371359,109579307,69131,1438651,3,
25713148,110559327,81226,1431335,3,
25390731,109347554,79040,1439135,3,
25448078,109910319,73011,1435154,3,
25692367,110870142,75931,1432504,3,
25694735,110871638,74070,1432441,3,
25500763,109680159,81221,1435154,3,
25742677,111018250,81030,1443581,3,
25771008,111148051,77802,1435246,3,
25602959,110468932,73177,1435358,3,
25627433,110575702,65700,1428066,2,
25609255,110433361,69302,1433043,3,
25540607,110206238,73445,1430257,3,
25681624,110572103,76511,1432583,4,
25587641,110156574,76692,1433126,3,
25638812,110543922,73485,1434814,3,
25786774,111096402,79329,1433932,3,
25627621,110509118,68995,1436060,3,
25650675,110543148,78648,1434089,3,
25577662,110151845,75200,1436166,3,
25540372,110426003,70601,1431002,3,
25691296,110552505,73676,1434221,3,
25626971,110512405,76615,1431433,3,
25711897,110736487,78749,1432855,4,
25594960,110251122,71026,1432045,3,
25708952,110670936,66513,1432249,3,
25417775,109764799,81505,1436376,3,
25641001,110537856,74788,1431364,3,
25681662,110643040,78516,1432081,3,
25613398,110466169,71612,1437606,2,
25636916,110561605,68594,1433973,3,
25635280,110504175,79139,1434414,3,
25636547,110427558,71552,1432071,3,
25845186,111372207,75507,1437321,3,
25645359,110586353,78855,1433953,4,
25791369,110935026,79918,1431801,4,
25798011,111277056,77149,1435929,4,
25757607,111071133,79577,1431966,3,
25645427,110561552,71717,1434134,3,
25727591,110965292,78450,1432228,4,
25802132,111224666,78635,1434314,3,
25514374,110166522,76934,1436039,3,
25549745,110139052,77600,1436479,2,
25636735,110306316,72844,1433192,3,
25617726,110410904,75622,1434338,3,
25583682,110174301,77354,1437646,3,
25627942,110457012,68509,1435255,4,
25605941,110442817,69774,1437529,4,
25706904,110693002,76111,1434256,4,
25662054,110721641,76798,1433848,3,
25676949,110769839,78306,1432252,3,
25659416,110544335,75810,1432148,4,
25385867,109646663,70353,1442511,3,
25569104,110128594,79245,1438672,3,
25729622,110803560,75920,1433457,4,
25678804,110460422,74449,1431412,2,
