duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
37349687,161318046,82448,1787066,4,
37138019,160779664,75496,1788869,3,
37530108,162113420,77660,1786678,4,
37450693,162172938,78352,1789474,3,
37391371,161471943,74405,1789203,4,
36898772,160425787,75728,1792362,3,
37109497,163412102,149551,1789229,3,
36873659,162288520,77802,1790787,3,
36838534,161890875,83827,1789935,3,
37021791,162799767,81297,1792324,3,
37359359,161462935,77311,1786170,4,
37565034,162516345,77786,1788738,3,
37524698,162108857,76897,1787553,3,
36998862,159801019,78721,1786411,3,
37553384,162389134,82556,1786772,3,
37363060,161613003,78532,1787879,3,
37290524,160922130,80084,1786829,3,
37104109,160125566,76551,1792776,3,
37090593,160178316,77853,1787922,3,
37376167,161382581,79515,1783890,3,
37681020,162664602,77427,1785063,3,
37358131,161534939,82216,1784979,3,
37317561,161567505,76766,1794112,3,
37335944,161357326,80638,1787362,4,
37289084,163163318,83049,1787256,3,
36766087,161613617,79614,1787669,3,
36802822,161276610,80512,1784386,3,
37508991,161854827,79655,1789118,3,
37869849,163539887,113837,1783378,4,
37494314,162180635,86905,1787710,3,
37186287,160717714,79229,1785425,3,
37518503,162282047,75843,1783461,3,
37496379,162058445,77259,1787842,3,
37070541,161195515,81792,1782750,3,
36501193,160962673,78941,1794181,3,
36686341,162001454,74159,1788564,3,
37351204,161384004,77763,1791994,4,
37402484,161879182,76803,1782334,3,
37513247,162186322,79768,1788372,4,
37507404,162041681,80745,1783514,3,
37638169,162792977,77628,1788639,3,
37611413,162529583,80716,1792768,3,
37654106,162518756,78728,1782532,3,
37003947,159837457,78383,1790922,3,
37513041,161961119,82096,1792215,4,
37489963,162686645,77364,1784535,3,
36710554,161967564,74784,1779295,3,
36762765,162347443,65378,1788320,4,
37665360,162696453,78638,1791399,3,
37478233,162092246,77433,1783646,4,
36964317,160926796,80755,1796495,4,
36453412,160194283,80465,1791835,3,
36678048,161284540,77500,1799902,3,
37069425,159987325,78317,1790683,3,
37083267,160162440,80660,1791543,3,
37433727,161731240,78175,1792863,3,
37529241,162250442,79036,1784341,3,
36927723,160231543,78996,1803922,3,
36743826,162276898,68512,1787733,3,
36662668,161696683,76987,1781410,3,
37073340,160989639,73566,1787440,3,
37241746,161109609,80983,1793873,3,
36895689,160362518,81241,1793635,3,
37477471,164908020,79401,1804633,3,
37138576,163501379,76566,1784347,3,
37453201,162361376,69903,1783940,3,
37403709,161833516,67310,1788862,3,
37156219,162260990,76194,1787514,3,
36833407,161994006,81548,1784073,4,
36590339,161240534,79575,1786876,3,
37065858,163599449,68292,1791334,3,
36692226,161414033,78898,1787252,5,
37350344,162551114,79519,1786333,3,
37416834,161936181,66900,1787472,3,
37299281,161762797,76697,1786234,3,
36917190,162350589,72327,1782394,3,
36691420,161662219,77646,1788623,3,
37172287,160744762,76787,1785293,3,
37529072,161983549,77861,1787589,3,
37335511,162854579,79305,1783462,3,
36437512,160269753,78504,1792984,3,
36789454,162473746,77745,1785619,3,
36278257,159996167,69412,1787923,3,
36726907,161985217,65593,1780262,3,
36850748,162035763,75005,1782049,4,
36704272,161570280,78997,1783191,3,
36975915,162679347,78805,1786533,3,
36851405,162228213,79657,1785542,3,
36885724,162294707,77460,1786726,3,
37394553,162624570,76685,1783851,3,
37532323,161871520,77031,1786151,3,
37400478,161359123,78364,1789186,3,
37374838,161461111,76566,1786152,3,
37642790,162848732,80426,1790249,3,
37449154,161680683,80218,1790646,3,
37464252,162127086,77674,1783788,3,
37128320,161789624,82026,1787899,4,
36385301,159994105,76768,1788523,3,
36945722,162416997,78669,1787662,3,
37459668,161651813,77418,1782347,3,
