duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
77983731,338194830,76991,4642092,3,
78858823,344702390,77719,4631815,3,
77479737,342956626,81429,4630996,3,
77662137,343339955,75206,4634741,3,
78967435,342419550,79652,4637682,4,
77663804,341966349,81599,4642929,3,
77760112,344017317,79737,4633866,4,
77431059,342270196,86099,4638455,4,
78141848,345550217,78352,4629435,4,
77406388,342451163,84292,4639449,3,
77717131,343884002,80197,4618735,3,
77341618,342599834,80715,4629795,3,
77569635,342956015,81242,4641887,3,
77527121,342623350,76614,4626049,3,
76852442,339731553,71536,4644679,3,
78842669,342043931,80572,4633322,4,
77808786,342699031,84052,4633590,3,
77197090,341460384,78561,4645160,3,
77225978,341655498,78052,4633391,4,
77104629,341136314,82718,4632786,4,
77224049,341266195,77998,4644177,4,
79124166,343806685,78906,4633317,4,
78609297,340633647,77610,4637346,3,
78646725,343672436,80674,4634517,3,
77372785,342279800,78140,4646165,3,
77688921,343798365,78648,4630077,3,
76867676,340061580,73588,4636284,3,
77843840,344765599,76075,4633501,3,
77323108,341993360,80408,4631636,3,
77114047,341024379,76704,4644397,3,
77281621,341714203,79476,4628242,3,
77037887,340876760,79160,4639098,3,
77789272,343732255,77090,4633502,3,
76467927,338222463,85136,4648852,3,
76156338,336977261,77469,4642925,4,
77013757,340654823,77929,4630940,2,
76654561,338955575,80723,4640483,3,
77618646,343105973,76264,4630264,3,
77962455,344709350,79906,4636224,4,
77206986,341587751,79891,4634505,3,
76686510,339141461,76357,4637883,3,
77379038,342556387,78417,4637576,4,
77601160,343025725,81570,4629399,3,
77641863,343508262,76158,4628069,3,
77841791,344130956,77100,4627887,4,
77636750,342940651,77786,4629891,3,
76989622,341104433,75140,4627861,3,
76257825,337704800,75964,4646079,3,
77557280,343094261,78485,4633832,4,
78161951,345906243,83024,4624413,3,
77255495,341384947,77286,4630040,3,
77568394,343314815,79193,4635957,4,
77020186,340533328,76083,4639252,3,
79798302,352215942,69034,5252281,3,
77746058,342510003,112314,4637438,3,
77395584,342393965,86937,4630972,3,
77690313,343342575,78247,4625999,5,
77139769,341975953,74639,4639152,3,
77642736,343385407,74278,4638030,3,
76761424,340194303,84482,4637331,3,
77602490,343719146,71154,4632047,3,
77494809,342750948,80944,4637990,3,
77632365,343361178,80398,4636006,3,
77527323,344433743,82339,4620868,2,
76370091,343346210,79753,4630088,3,
77495790,342581580,76804,4618626,3,
77488187,342693341,78311,4642597,4,
77712804,343654249,81489,4637591,3,
77499122,342660756,73305,4631911,4,
76990206,340778963,77388,4632832,3,
77389601,342125585,76458,4630783,3,
79041933,343231180,80153,4630850,4,
76761344,341962908,79586,4630451,3,
76796482,343206313,77785,4620386,4,
77203203,341704586,74494,4635008,3,
77201425,341117106,77203,4631400,3,
77587700,343251301,79586,4628380,4,
77685719,343529150,79485,4624803,3,
77297328,341417644,79120,4637625,3,
77388971,342378653,77982,4642584,3,
77223965,341281244,78152,4641889,4,
77277354,341836157,78377,4635530,3,
79210020,344331381,78355,4627848,4,
78451845,344565952,74623,4616702,3,
77550727,343110430,77016,4630166,3,
77262741,342011975,83570,4632858,3,
77595794,343015720,73548,4624677,3,
77481452,342666793,79257,4616535,4,
77764886,343930487,82600,4629797,3,
77309571,341992139,76380,4628618,3,
77117712,341273481,78180,4628734,4,
77700797,343361166,73102,4623802,3,
77579275,343139231,74744,4637232,4,
77337187,342482540,81734,4630902,3,
77651709,343546686,77649,4630053,4,
77341156,341901456,81008,4626783,3,
77896990,344739075,81514,4634099,3,
77395230,342500305,76794,4628472,3,
79155133,343086093,77293,4641996,3,
77883992,343018003,69342,4630406,3,
