duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
29369722,126637376,74866,1566682,4,
29445679,126774624,69073,1565547,3,
29531943,127227793,81960,1567253,3,
29395124,126763316,78623,1567124,3,
29389733,127018539,81040,1564708,3,
29490147,127170612,78463,1566591,3,
29469191,127084382,78696,1564935,3,
29362759,126859572,77172,1564743,3,
29511338,127176000,78240,1566994,3,
29627573,127817451,77143,1563292,3,
29562206,127529109,76597,1568133,3,
29609303,127683337,74181,1562361,3,
29299171,126640147,77827,1567559,3,
29366089,126570307,65432,1566963,4,
29397929,126815583,77002,1564176,3,
29471365,126982651,76798,1565908,3,
29555237,127483002,77552,1567928,3,
29479484,127254480,70579,1566471,4,
29723802,128119137,79906,1568556,3,
29433843,126808167,73837,1563759,3,
29402489,126705814,79124,1561824,3,
29540530,127226430,77609,1564115,3,
29347367,126725634,75987,1567490,3,
29452823,126847848,76885,1569043,3,
29444136,127047971,81454,1566413,3,
29776785,128140446,77757,1564995,3,
29390235,126761438,68574,1567892,3,
29440438,126896633,68152,1564480,3,
29278312,126657422,78365,1566858,3,
29260970,126230599,76712,1565152,3,
29547358,127193235,79458,1569484,4,
29451108,126867667,76539,1564910,3,
29591504,127671758,74951,1585245,3,
29547829,127354089,79423,1563564,3,
29227623,126202095,79183,1569733,3,
29510428,127056287,74816,1566016,3,
29522760,127126455,78170,1562796,3,
29837989,128526623,113812,1566411,3,
29530351,127317352,86488,1566287,3,
29766608,127991665,79667,1578904,3,
29462852,126950399,79313,1567263,3,
29427054,126845705,71632,1563448,3,
29478502,127124317,81957,1566955,3,
29438642,126957226,79125,1563830,3,
29411006,126894038,78686,1566202,3,
29386079,126867172,65975,1569084,3,
29439411,126898119,75543,1565178,3,
29567124,127378828,80491,1565569,3,
29626420,127823971,79091,1567007,3,
29629660,127539741,77236,1585684,3,
29500299,127387173,68131,1565491,3,
29588961,127902937,82878,1560807,3,
29395436,127109156,74676,1567795,3,
29509602,127202818,67135,1568227,4,
29306862,126506625,82317,1569132,3,
29569008,127621764,73515,1577121,3,
29538731,127435994,80137,1566168,3,
29591000,127591427,78855,1565221,3,
29398318,126934363,78605,1562204,3,
29471664,127141432,81265,1568341,3,
29269420,126223991,75174,1567537,3,
29509388,127191761,77806,1562016,3,
29455086,126868352,79364,1573600,3,
29418438,126952113,78146,1564072,3,
29440627,127208103,84262,1565876,3,
29355923,126436137,74420,1564208,3,
29437224,126850904,79890,1569516,3,
29522894,127467039,76338,1566014,3,
29338252,126432794,68517,1564692,3,
29487372,127325375,82370,1566437,3,
29504202,127300392,77686,1565852,3,
29288820,126243871,81392,1567928,3,
29423859,127137496,74248,1565035,3,
29466375,127472694,79601,1564650,3,
29330788,126663280,80778,1564907,3,
29611770,127347193,78663,1569467,4,
29486052,127320705,78118,1564072,3,
29419393,126744703,72627,1567377,3,
29572563,127394450,78285,1567907,3,
29687502,127891571,80083,1569495,4,
29425237,127086086,77697,1565142,3,
29463827,127117626,77560,1567152,3,
29541115,127062450,79255,1562326,3,
29368552,126657597,80172,1567451,3,
29560323,127441151,75394,1573220,3,
29463383,126973804,76046,1568388,3,
29289140,126345530,68789,1569959,4,
29558930,127481072,66738,1565728,3,
29396257,126789800,79440,1578458,3,
29503631,126935213,79862,1567401,3,
29495479,127177879,78968,1565043,3,
29435983,127073047,76297,1565637,3,
29450766,127065467,67582,1569642,3,
29316957,126575970,66214,1569202,3,
29450931,126847412,80146,1570703,3,
29432075,126817479,80055,1564830,3,
29534688,127282201,79764,1566920,3,
29424080,126990758,78790,1562985,3,
29240075,126099056,74152,1565605,3,
29489168,127125060,74758,1567633,3,
