duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
11205901,27966976,149600,223859,3,
7102805,27127537,76444,223065,3,
8844752,27046822,80482,223830,3,
10842657,26701440,72502,225384,3,
13759817,26715087,74190,223919,3,
15200728,26686738,77717,225469,3,
15173431,26643047,73680,225793,3,
20977648,26513010,73924,225711,3,
22745665,26694322,73131,225880,3,
6995499,27287736,79833,223161,3,
6986054,27144464,78513,223402,3,
7022301,27276210,73835,223573,3,
6976037,27091269,77173,223957,3,
6957828,27135807,73539,222808,3,
6976320,27121776,65148,223045,3,
7472239,27293011,77467,223837,4,
7495867,26939370,67810,223040,3,
7980127,27090342,71130,223862,3,
8188424,26930174,77978,224782,3,
8209014,27197902,75849,223311,3,
8700620,27020907,77531,224432,4,
9452728,26876619,74417,224500,3,
9875826,26903009,77708,224646,3,
9854461,26807663,75571,225139,3,
10761513,26734191,71586,224056,3,
10951557,26682629,77403,223350,3,
12199244,26635493,75219,224367,3,
12383810,26539758,73484,224888,3,
12379757,26483100,67162,224709,4,
13964186,26513898,63805,225123,3,
16264893,26689798,79132,226123,3,
20353198,26701937,76860,226064,3,
24201526,26584182,74523,225300,4,
27131372,26536656,74579,226382,3,
27440963,26800929,75642,223813,3,
27187106,26579872,74882,226152,3,
27060255,26491014,76125,225422,3,
27054778,26448482,70880,225581,3,
33333255,26088656,79638,225940,3,
33117719,26000072,79282,225062,3,
33111189,25898413,74954,225188,3,
32990458,25836659,67697,226070,3,
33216399,25987074,70284,225858,3,
33402469,26131834,71870,227694,3,
33239464,26048068,71529,226623,3,
33542813,26261565,77091,227875,3,
33339480,26071137,78524,226419,4,
33171572,25996536,69010,224768,3,
33282097,26065129,77158,226253,3,
33177647,25924346,74191,225474,4,
33289740,26059395,74884,224757,3,
33076259,25883228,72985,225858,3,
33308898,26066025,73481,225834,3,
6512489,27322784,77912,223717,3,
6523801,27332413,77449,223327,3,
6714528,27123714,73814,222871,3,
7360531,27102734,82154,223210,3,
7525072,27091182,74467,223436,3,
7947422,27001202,66481,224332,3,
8188545,27058717,77057,223870,3,
8206418,27128627,77718,223883,3,
8142060,26915230,75219,222726,3,
8213570,27077049,77976,223855,4,
8226167,26979057,76041,224078,4,
8155991,26979651,75151,223753,3,
8179754,27042855,79056,223521,3,
8230600,27239220,79327,224682,3,
8527965,26848226,79106,222659,3,
8937189,27024079,77387,223901,3,
8972852,27120323,91201,223895,3,
9103294,27486098,84698,224659,3,
8898897,26934159,76563,223746,3,
8855233,26820543,74347,223030,2,
8830026,26689051,76133,223477,3,
8777612,26709735,74229,221413,2,
8978554,27018738,67081,225100,3,
8722874,26522158,66514,221885,2,
8921073,26945771,64387,223025,3,
8981339,26934660,69620,224784,4,
8905268,26886710,74350,223542,3,
8958387,26963628,72992,225033,3,
8875982,26799741,73515,222716,3,
9661467,26924304,75020,224427,4,
9810229,26768621,75630,224305,3,
9805592,26781737,74707,223543,3,
9775613,26684538,76167,223289,3,
9804093,26759967,75799,223262,3,
9799362,26750807,76087,223486,3,
9823821,26702324,69103,224615,3,
9831797,26753144,67423,225158,3,
9812436,26716774,68485,226351,3,
9899440,26933347,78212,225134,3,
10526221,26789959,75878,225715,4,
12095672,26613537,68479,223310,3,
14083979,26881558,76629,227866,3,
14414095,26766667,78066,224886,3,
14360444,26642143,68570,224369,3,
14324466,26629546,78451,225500,3,
14381033,26644298,73767,224735,3,
14396516,26664481,75359,225832,3,
