duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
569866638,2603253640,92624,51606922,5,
570240101,2603627624,96068,51618899,3,
574670579,2613255674,95403,51602294,4,
569114068,2601668840,87972,51572656,5,
577653480,2637122700,88483,51387349,4,
579043833,2636667505,84081,51381275,4,
571464749,2601448906,88834,51627518,5,
569757641,2606264941,86209,51583233,5,
569206976,2601934590,85724,51607520,3,
579154610,2638831542,82768,51391279,4,
571533593,2602657308,87187,51583182,4,
571778319,2604359929,83874,51541256,5,
570708733,2605660930,122896,51572267,4,
569476384,2604463742,97670,51615768,4,
570628604,2607817843,86352,51580433,5,
580023310,2641183217,85682,51370096,3,
578954127,2636772077,82559,51392684,5,
570001275,2602818226,89842,51562580,4,
569850213,2604603281,95442,51566148,5,
573230656,2608106691,91590,51534852,4,
571471421,2604771318,94803,51579237,4,
570512314,2608585641,89929,51603710,5,
570052666,2604531173,88435,51624005,4,
577641928,2636450669,93596,51403474,4,
572735120,2604849016,95821,51614596,5,
569549203,2602466405,90458,51617286,3,
570372138,2605410980,87488,51590095,5,
572595655,2607126036,89468,51566420,4,
571065886,2599772126,90029,51636775,5,
571892861,2604507946,81284,51611252,5,
569259391,2603091149,88672,51600549,4,
570048355,2603801073,89178,51604183,5,
571077810,2601975963,80013,51611782,3,
579220273,2636389991,88233,51377506,6,
575996857,2631646095,87129,51463924,4,
569611672,2602058764,89750,51584648,4,
569717532,2604064060,89409,51562509,4,
573990199,2609492287,86690,51549802,4,
569035002,2600672640,91528,51608197,5,
568074666,2597707410,85927,51630342,3,
571657839,2602313408,84960,51595749,7,
571849301,2604436595,87253,51613598,4,
569387514,2600664860,83980,51595816,4,
576529019,2636067198,86992,51408315,4,
573231910,2609098807,124005,51551849,4,
571031329,2599268132,94969,51623994,6,
572245919,2604818080,91752,51571084,2,
570025117,2603368988,86009,51568173,4,
570913117,2608527698,86625,51589794,4,
568999572,2599411846,88676,51602560,4,
572091240,2605652108,81651,51556783,3,
569192324,2600748458,82781,51594504,2,
576980441,2636405377,77897,51379854,5,
570209036,2602706088,124653,51570657,4,
571803164,2600987853,96102,51588646,5,
572149199,2606406610,87746,51580791,3,
568841058,2600248939,83043,51596021,4,
569580730,2602837045,87865,51594572,4,
568985072,2601090070,83535,51597846,2,
571259481,2602180824,86221,51588823,5,
569510657,2603560701,89115,51611016,4,
570539572,2604929529,88042,51591121,6,
571039914,2601638061,89431,51580648,4,
573408900,2610199228,89252,51555002,4,
569774066,2602141470,99046,51614217,5,
569691086,2602010438,94432,51586489,4,
570573509,2604763187,93742,51589882,4,
571051829,2600706918,91330,51593876,3,
569567089,2600185071,89206,51607144,6,
569954492,2604912178,87337,51580464,4,
569853099,2600817973,90704,51631946,4,
571740719,2602305736,87874,51594693,5,
569766856,2602947272,92227,51614499,4,
569340800,2602795552,87904,51585250,5,
570806109,2599963245,86790,51569652,5,
572801594,2602359972,89018,51599049,5,
569541993,2602984548,89521,51611691,4,
568944333,2600775072,88069,51595852,5,
569527706,2601628336,84701,51632237,5,
573557741,2605484631,93734,51580236,4,
573975755,2603999800,126889,51595768,4,
572563809,2603462624,95565,51578801,4,
570375582,2603867987,97766,51592911,5,
569709083,2602973982,89408,51564444,6,
579430102,2637442122,89098,51363623,3,
571074774,2607354394,91858,51562981,5,
574313671,2618163947,94417,51483836,3,
570203022,2606538626,93268,51613357,5,
579823669,2638742797,90996,51382586,5,
572692618,2602692134,127557,51593220,6,
571830715,2603740647,97376,51603213,5,
571290679,2604340150,94936,51603366,3,
568872128,2601224693,91359,51598774,6,
576791009,2637515672,88015,51372665,3,
573550364,2610799463,89853,51601260,5,
569696694,2605093579,88987,51595248,4,
569279040,2599202400,88929,51619153,6,
572213603,2602544033,95735,51588341,5,
572996095,2608496882,88669,51586230,3,
569670649,2602497000,88192,51592764,5,
