duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
250670021,1126887680,73564,849980,3,
250230089,1130182526,78047,851386,4,
248270412,1131524413,75306,869565,5,
250346362,1130516901,81022,868934,5,
248230349,1129288889,77373,841200,4,
247813671,1129026192,81813,876109,3,
248208233,1130835525,76006,863847,5,
250230689,1130436839,76005,923906,2,
249002802,1133839782,79306,855779,3,
250287932,1130199702,82746,847148,4,
248115503,1131035352,76839,905567,5,
247491792,1126948903,81964,830984,3,
251526760,1135421475,75590,904037,2,
248339792,1129783203,114010,843491,3,
250345465,1129917790,82714,897385,3,
248486038,1131762447,75946,853673,2,
250573105,1131780460,74017,1014700,2,
249880879,1137393707,81115,1007685,4,
249107534,1134248454,81749,883923,4,
249874266,1128243160,81064,832847,5,
248278867,1130238755,74804,848656,2,
250964798,1134070661,78443,892915,4,
247543086,1126216339,75351,880050,5,
251338817,1133697962,81056,856672,3,
248311311,1130155511,76873,866147,3,
250275696,1130494484,76822,928532,4,
247495372,1127136219,70365,841343,4,
249608723,1126774426,76910,838308,3,
249496103,1136127825,80141,935858,3,
249470448,1126058708,76404,855994,3,
250925426,1144478494,78200,872793,5,
247630006,1128146924,75018,864056,3,
248586646,1131464643,78579,919268,3,
249725210,1132897516,116048,881422,5,
250495522,1130457896,91877,863698,5,
250425881,1141124753,80123,1007187,3,
251438553,1134791059,79653,854018,2,
247643659,1127223267,70850,833527,3,
250418893,1140073501,78740,867737,4,
248264389,1129830579,78287,867344,3,
248174477,1128877588,79245,852652,4,
250104910,1129053556,82901,845937,4,
248932567,1133579841,79577,827209,3,
251925179,1136649465,79523,919922,4,
273086225,1129721513,145297,836964,3,
250443360,1131940859,77538,852799,4,
248287826,1130770711,84787,887877,3,
251940998,1138231208,81200,844428,3,
248265641,1129014415,82795,846776,5,
249936444,1128310465,75383,882253,3,
250132348,1139399873,84352,857856,4,
249876950,1129333486,80177,871945,3,
248302414,1130704896,81625,862498,3,
252834654,1142099141,110502,908032,4,
250155174,1129156943,83168,870342,3,
248081143,1129456213,82844,839070,3,
248663010,1131402587,78830,892915,4,
247682547,1128670764,79802,833788,4,
248297307,1129998534,82389,839119,3,
248526202,1133566010,79193,965664,3,
250024906,1127797193,76116,837927,3,
248676298,1132928437,72311,867589,4,
247565616,1127182369,80819,840304,3,
248634215,1132629357,76768,1018564,3,
248861856,1132655916,77094,859984,4,
249536416,1126758136,79443,815611,4,
248078365,1129808904,81153,877838,4,
249678062,1128021877,77654,864331,3,
248328329,1130820012,79696,861004,3,
249752190,1128380878,83962,878080,4,
248806922,1132333537,81481,915971,4,
247498084,1127443444,80345,839668,3,
248176819,1129534302,79121,841181,4,
251665711,1135067591,111831,856638,4,
250940961,1129401755,90601,846054,3,
250484339,1141457724,85434,864054,3,
250323104,1130262984,83026,843124,3,
247933438,1127607069,84010,845326,5,
249497240,1127652455,81615,844338,3,
248563694,1131428386,78260,851676,4,
250246195,1129095784,75075,840158,4,
248076873,1129446005,82978,839896,6,
249821542,1128138169,77428,850522,3,
247742052,1128245489,77997,863163,3,
254222017,1142421762,152496,1022843,4,
250165858,1130283615,78938,875221,4,
248204630,1128922929,82674,848629,3,
248005135,1129274078,80766,887796,4,
248129409,1130138999,82906,864800,4,
247957809,1128472333,78266,852693,4,
248141536,1130420200,75600,847967,3,
248026743,1129007065,78082,842918,3,
247699186,1127812416,83813,823568,4,
250084574,1128995225,110822,843125,2,
249849311,1128481922,86037,824838,3,
249246781,1133457003,82700,866789,4,
249586723,1127566320,81110,837900,4,
249222799,1135600821,84723,907200,5,
247941342,1129219532,78260,859935,3,
247909335,1130520079,78845,885118,4,
