duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
8448006199,38719095692,93588,90500880,18,
8444676590,38692733974,126694,90525081,14,
8430828165,38619290760,100961,90919184,22,
8456813323,38763513098,104148,92788950,22,
8416635679,38583621639,101646,90408369,17,
8432196685,38617504834,102651,90361447,22,
8390500506,38454220768,100003,84937125,20,
8407695943,38535882480,95332,89902797,13,
8429810785,38618427668,93658,91115167,16,
8415267826,38573831162,99350,88363118,17,
8425849619,38619410898,87405,92524618,16,
8432148576,38661371425,88645,89889582,14,
8412235558,38557393100,87269,89261281,15,
8438334197,38668312032,96002,94078585,15,
8418024166,38589710695,98788,89536805,20,
8408759723,38544889064,92612,88878334,13,
8421615114,38609605294,90129,89434922,14,
8420376713,38573405519,93005,88332329,19,
8396839625,38480693568,111206,88864277,17,
8525765149,39074188180,100909,91983334,19,
8493654320,38943329750,94335,94592743,17,
8477994812,38872784677,94565,86322910,13,
8415301548,38571572846,87595,89966335,14,
8427767065,38629901272,90953,92052323,14,
8422407810,38601511410,87526,89226369,17,
8406150516,38533251506,89384,89134999,13,
8443975707,38712061526,86591,94141224,16,
8508961133,39015873318,86607,88591317,15,
8464751634,38801337700,96445,90404483,14,
8425575696,38619330318,86634,89287857,14,
8409405312,38546077510,86470,89176524,13,
8425703505,38620050668,85531,88983474,18,
8409171314,38540885461,96097,89248412,14,
8432050961,38633054520,100520,91347882,23,
8456851621,38741505769,101293,88623667,23,
8426246494,38628652544,101583,91545323,16,
8421027734,38594250550,105717,91513355,17,
8401315660,38479407562,104107,87472161,17,
8451452691,38677208716,113161,92613894,20,
8394152125,38437631392,112640,86987657,19,
8442395959,38682498068,103369,91437657,21,
8437261379,38678270554,96398,90914025,20,
8435009193,38639043314,102809,89631597,15,
8568097334,39230922352,105864,93431413,24,
8484617737,38867835495,105762,93038385,22,
8457169532,38714759407,110255,93394720,24,
8477030204,38847995171,106705,91545892,19,
8470826160,38823076062,95147,89908118,14,
8476947893,38859813723,88662,93774302,20,
8444834970,38711729013,87602,93984847,17,
8462940960,38782630728,92270,93396255,13,
8416840898,38581892881,91842,88609048,14,
8440107447,38684635733,86425,91771435,13,
8428547123,38635535663,89677,89696775,20,
8457875003,38772983282,91301,93590451,14,
8477001348,38859519567,88810,94011590,16,
8404949941,38518505889,90426,87112350,16,
8455782417,38765661900,92747,91322882,13,
8407212673,38541947574,89037,89197187,15,
8403774997,38489439396,95408,87035395,16,
8482865043,38887403543,103363,89274594,19,
8422355954,38600705809,92754,91649390,13,
8493336069,38933694654,92290,96309806,17,
8429714300,38641201406,94245,91221219,13,
8422421359,38606178380,88744,89710785,13,
8435797880,38672435373,86116,92539870,14,
8444607613,38701488867,90067,93119352,13,
8432998239,38657138125,93695,90976615,19,
8507245984,38968801225,95824,88703132,16,
8415797710,38560935069,104793,89369391,24,
8401132903,38516186649,101617,87799244,16,
8415995618,38586483527,87291,91151584,14,
8425083912,38622081405,89673,90279138,13,
8472426462,38824551373,90871,90459938,14,
8424337439,38607399479,94391,90352199,20,
8436720609,38660440560,94378,90776515,13,
8415902803,38577389816,91156,90000970,18,
8396185253,38489057529,93773,88269409,14,
8424842469,38617016217,88497,90884296,14,
8423686408,38612020289,86748,89251590,13,
8402464360,38501263671,94968,88647353,18,
8431155297,38641830708,97308,91034934,17,
8425090909,38614147512,90092,87846859,13,
8407688761,38538930193,89539,89350898,16,
8438765372,38657612038,91669,91941055,14,
8413325343,38556365414,98807,89758397,20,
8405960777,38529295129,91223,89400385,14,
8419625623,38581632517,93610,90133852,13,
8420122728,38579631693,99156,89179223,23,
8481455276,38872905203,91927,99268174,13,
8529623350,39091108959,85868,93144003,17,
8414701771,38579405446,91216,90331447,13,
8415543705,38583254113,88441,90216882,13,
8446847476,38730116693,86183,91431938,13,
8418408701,38599739159,86774,91511764,14,
8438828387,38682926618,85962,92322465,18,
8413748101,38567919262,90160,88177551,13,
8426463963,38624140484,85596,91230156,17,
8441134844,38703265956,85934,91079622,13,
8447232413,38663328806,95312,91770749,17,
