duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
1004806438,4601927853,79351,2323470,7,
1004851449,4600980636,82594,2383943,5,
1003874352,4596418127,77991,2395106,5,
1007765754,4604839448,75997,2470460,4,
1006279758,4604094438,85168,2331404,5,
1017950883,4661518277,84801,2345496,4,
1007152938,4602464660,76955,2332160,4,
1006420296,4597997994,82341,2351465,5,
1004953731,4601973584,78224,2433215,5,
1012993670,4598128217,142168,2336035,4,
1009382051,4620385124,80570,2538720,4,
1004314811,4599902091,88023,2526579,6,
1049818998,4592089625,148467,2356022,6,
1006602514,4595811753,77191,2320448,3,
1009705364,4611533212,84393,2363760,6,
1004553171,4600429201,87453,2459869,4,
1006973592,4610239162,84257,2419955,7,
1005821296,4605580540,80323,2305083,4,
1011541123,4625594775,85478,2369418,7,
1011340635,4617317231,113088,2285222,5,
1006543614,4605910170,79187,2313327,6,
1015528387,4648610098,82335,2467439,4,
1007745934,4608166509,85487,2402444,5,
1003799820,4596403354,86090,2385628,5,
1009319379,4601885360,120707,2318208,5,
1008565371,4606661958,93562,2515654,5,
1007007236,4600418440,86185,2403328,6,
1005369162,4603091339,78952,2313662,5,
1006432243,4606758913,73233,2467158,5,
1040969044,4613214369,150984,2676844,5,
1007133832,4607948722,86893,2968932,6,
1016611276,4653035987,87731,2301471,4,
1006842330,4600734517,83514,2394541,5,
1007938654,4605745128,82373,2353749,4,
1009634970,4604917807,116432,2342054,7,
1007189946,4610890687,91578,2302230,6,
1018250610,4661404069,83666,2371528,5,
1011162504,4621094762,80618,2510821,4,
1008044548,4605033460,79337,2345360,6,
1039637298,4660116475,145976,2343258,4,
1018039643,4647827818,86818,2328504,4,
1005544498,4602882983,91356,2408178,6,
1007972792,4614027543,84062,2395127,5,
1005154740,4600505009,81725,2305994,6,
1026001990,4623792607,147267,2331106,4,
1009521922,4607978894,89108,2384689,7,
1008466748,4606225939,98506,2364037,6,
1011831223,4630446251,149571,2398121,7,
1008583274,4604396151,83519,2323808,4,
1008461915,4599309748,93213,2325500,5,
1005027838,4595305486,92724,2339819,7,
1008223273,4614880243,90808,2320765,6,
1004054586,4598423940,85971,2429109,5,
1004026985,4597819666,81613,2332192,6,
1010044150,4608221149,115360,2296820,6,
1007983687,4604737760,87413,2359012,5,
1013245744,4605063787,150626,2497509,5,
1008407272,4612901242,86244,2449547,6,
1015996983,4641823461,86731,2288479,5,
1055930255,4821378965,111325,2308329,6,
1010692745,4618456560,87605,2387231,9,
1014864352,4625416439,154244,2389064,6,
1004741410,4598945849,82548,2345665,5,
1003276571,4593760092,86987,2429752,7,
1017176357,4610622842,145523,2339362,4,
1006603712,4605978274,81659,2546710,6,
1017101262,4596783897,142219,2362135,4,
1005720731,4595513065,84766,2327570,5,
1014979813,4648499769,83255,2319438,4,
1006603010,4604323540,117199,2315362,7,
1005783377,4605781918,85562,2393411,4,
1009044003,4602613380,82349,2401370,5,
1007573417,4603194736,149889,2349629,5,
1007285216,4604797785,84748,2345104,6,
1005984644,4603254637,83163,2357089,5,
1003809169,4595347000,83323,2346687,6,
1006629736,4603491099,83970,2397688,4,
1004427640,4596413777,89109,2339963,7,
1013608497,4618466186,154095,2355762,4,
1006177452,4598487468,112139,2373304,5,
1007801414,4613287253,88245,2309601,4,
1007143645,4606719563,82000,2604053,6,
1007562616,4600933610,84098,2396337,4,
1008060265,4602132287,151110,2406312,4,
1018008101,4647475845,114500,2691148,4,
1007453279,4610618274,83685,2409730,5,
1008758039,4604814746,82978,2513885,5,
1006105291,4594654734,84082,2333082,4,
1006790068,4610200579,81325,2409257,5,
1014474600,4618854131,117397,2419297,5,
1007702928,4613096546,85848,2396903,4,
1005880804,4602202776,76007,2290471,4,
1005541138,4590967167,86402,2388157,4,
1010510261,4616626201,80996,2761231,5,
1016998128,4640386540,114332,2348555,5,
1004199658,4596288625,86574,2389182,4,
1005701355,4603200714,80715,2289998,5,
1008784076,4612467161,80324,2448030,5,
1006623029,4597997834,83268,2335145,6,
1013091414,4624223702,120422,2301613,5,
