duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
33256619634,152480991306,113189,268482870,52,
33126247241,151904109077,101300,279711006,49,
32917983768,150961457410,91936,251781277,55,
33311061447,152753334938,99958,274795496,55,
33040665191,151515705661,99333,256395661,50,
33282341258,152542070744,113343,267073622,67,
33053832357,151579931781,110399,268851656,53,
33071319875,151630192911,106585,277475611,54,
33145364066,151959675998,108460,262884428,55,
33284610930,152633027883,102009,267388065,51,
33079563595,151631823889,106651,256825250,57,
32953765388,151113057194,103232,250188175,49,
33119398678,151886759393,98943,281845293,47,
33261650146,152515194221,91124,295625319,53,
33192419542,152218564340,91414,274979903,44,
32827254935,150464225391,107064,248897308,55,
33233590801,152380143406,108134,263639745,53,
33119363358,151848776112,108067,281275413,61,
33117540837,151868740774,100687,267208287,49,
33035367110,151455421835,101017,252690534,53,
35404319625,162345355042,110999,297095629,57,
33115290884,151806616545,111762,264606556,58,
33216847029,152205145859,129855,267113039,72,
33115781853,151784033465,113551,267756764,53,
34479837306,158102095647,112952,265099260,65,
33002813143,151346946683,105707,252296088,51,
33100560773,151765202156,104968,266933368,54,
33023516389,151420317493,101844,271324337,49,
33148335238,152034273828,97016,264310859,47,
33207869198,152268542066,91308,267749214,50,
33018701826,151328641002,107570,257799219,64,
33179982363,152123113822,112164,285157708,60,
33342923038,152784928503,116728,270578911,66,
33048447588,151461773652,117672,268526058,67,
33131002011,151837310317,118171,268146528,63,
33055126809,151527904883,126962,258841231,68,
33121220626,151784877011,121601,259988768,70,
33101721348,151782152105,103974,274503433,55,
33041765072,151488500569,105952,262120454,56,
33150359672,151982627757,119899,277534476,65,
33054392483,151528243453,113329,262895698,56,
33168033567,152068331983,108551,270311436,53,
33140030020,151964354395,108276,264607603,63,
33170241530,152055660862,119361,251155631,59,
33068304055,151573384522,112006,258405953,54,
33135478262,151825419115,119721,270057724,82,
33089618514,151608663606,121551,276222825,73,
33224455655,152290677933,112026,285219128,62,
33114163541,151858263478,100849,272094411,52,
33122144709,151837021746,98318,271504969,59,
33107477399,151828794517,101085,272940229,55,
33002023802,151331771133,97281,253869525,54,
33431886803,153262801529,108730,298639621,60,
33086029004,151707980199,106800,281963958,56,
33039262122,151417424913,119976,255617824,61,
33306338931,152712203026,110213,252763158,60,
33341954563,152862685418,109970,274784555,60,
33134657017,151884132704,116637,273925910,66,
33076314211,151678613268,107089,272436803,57,
33224657143,152352117750,100375,265920242,52,
33067726851,151601004163,106667,256578666,59,
33095304977,151776823854,107878,268319943,53,
33169501621,152045750558,114379,258629646,67,
33215540174,152299190734,107584,265047515,58,
33452680177,153389795749,108570,266151982,60,
33239764816,152370693694,117355,273538784,57,
33242705292,152426460802,105269,280405110,53,
33220189151,152312143112,108017,259637053,56,
33248112236,152302737769,121537,256445871,82,
33134628068,151777244471,123989,265998493,81,
33389766029,153026276065,113658,270159997,60,
33257984160,152502530575,106837,284803100,54,
33617233534,154144460962,95601,258225088,46,
33202859105,152192900379,103319,268280499,65,
33384828411,153081886123,113366,266117473,57,
33204286487,152226062902,113580,283380595,52,
33065748057,151625140145,113674,263561271,56,
33224039515,152317711566,111880,273504606,62,
33087545201,151647908235,118748,267754390,67,
33498997816,153606660428,103006,267312935,46,
33331421057,152871122225,96598,281598719,56,
33324605048,152784498656,100465,273715669,52,
33229489485,152363733305,104704,273170815,59,
33098808551,151728507921,112346,264251582,64,
32985227933,151242289152,110860,251152963,73,
33216733706,152271907103,110578,274328168,72,
33315765135,152729378993,116368,263411519,75,
33257604592,152485886132,107369,266121574,69,
33222960759,152288430719,108330,267329069,74,
33304374327,152657099912,116879,281930148,85,
33188928410,152200475574,104394,272023427,62,
33140122464,151942836516,101246,278303380,74,
33116784287,151779298862,154179,253411613,73,
33250300637,152457888981,117701,260763012,72,
33180290267,152081009763,113700,268760405,75,
33111162876,151750392765,117993,278993358,83,
33026111172,151285512106,122719,257800423,98,
33050477855,151455157602,122349,252225328,73,
33100886315,151741990069,112045,258544873,66,
33159960264,151994327143,114137,275283027,54,
