1,16200
2,14188
3,13608
4,14283
5,13888
6,13887
7,13650
8,13743
9,13758
10,14142
11,14376
12,14645
13,14609
14,14724
15,14882
16,15025
17,15008
18,14994
19,15023
20,15037
21,15044
22,14981
23,14918
24,14945
25,14996
26,15073
27,15146
28,15148
29,15238
30,15296
31,15374
32,15428
33,15381
34,15364
35,15389
36,15366
37,15350
38,15345
39,15307
40,15315
41,15279
42,15213
43,15280
44,15208
45,15208
46,15212
47,15152
48,15171
49,15203
50,15180
51,15189
52,15214
53,15217
54,15189
55,15201
56,15197
57,15216
58,15206
59,15200
60,15201
61,15212
62,15164
63,15131
64,15133
65,15135
66,15099
67,15090
68,15102
69,15096
70,15070
71,15095
72,15099
73,15095
74,15098
75,15111
76,15110
77,15115
78,15108
79,15089
80,15084
81,15084
82,15095
83,15056
84,15042
85,15034
86,15031
87,15031
88,15035
89,14997
90,14997
91,15020
92,15006
93,14999
94,14997
95,15012
96,14996
97,15002
98,15007
99,15024
100,15000
101,14998
102,15015
103,15005
104,14999
105,14996
106,14997
107,14983
108,14984
109,14969
110,14988
111,14983
112,14974
113,14964
114,14958
115,14976
116,14985
117,14962
118,14975
119,14999
120,14974
121,14982
122,14971
123,14975
124,14980
125,15001
126,15002
127,15002
128,15015
129,15022
130,15037
131,15011
132,15022
133,15009
134,15007
135,15012
136,15033
137,15001
138,15005
139,15013
140,15029
141,15010
142,15018
143,15000
144,15016
145,15037
146,15038
147,15050
148,15046
149,15047
150,15046
151,15049
152,15066
153,15060
154,15071
155,15060
156,15047
157,15025
158,15012
159,15000
160,14990
161,14985
162,14978
163,14980
164,14984
165,14955
166,14961
167,14952
168,14958
169,14962
170,14934
171,14936
172,14925
173,14933
174,14938
175,14931
176,14923
177,14931
178,14935
179,14934
180,14931
181,14943
182,14953
183,14963
184,14955
185,14947
186,14946
187,14943
188,14951
189,14951
190,14962
191,14948
192,14942
193,14949
194,14948
195,14958
196,14952
197,14949
198,14946
199,14951
200,14952
201,14962
202,14955
203,14954
204,14946
205,14938
206,14944
207,14943
208,14948
209,14946
210,14925
211,14918
212,14922
213,14927
214,14929
215,14931
216,14940
217,14940
218,14950
219,14934
220,14927
221,14926
222,14920
223,14918
224,14920
225,14912
226,14919
227,14921
228,14917
229,14916
230,14917
231,14918
232,14908
233,14893
234,14879
235,14886
236,14886
237,14879
238,14883
239,14896
240,14901
241,14895
242,14901
243,14898
244,14898
245,14898
246,14902
247,14898
248,14893
249,14889
250,14886
251,14889
252,14894
253,14897
254,14900
255,14897
256,14901
257,14890
258,14895
259,14891
260,14902
261,14899
262,14899
263,14904
264,14904
265,14904
266,14906
267,14896
268,14901
269,14898
270,14893
271,14897
272,14892
273,14882
274,14884
275,14889
276,14884
277,14885
278,14876
279,14880
280,14881
281,14879
282,14890
283,14895
284,14902
285,14907
286,14898
287,14898
288,14893
289,14890
290,14887
291,14883
292,14887
293,14885
294,14888
295,14893
296,14890
297,14886
298,14888
299,14888
300,14888
301,14894
302,14900
303,14902
304,14905
305,14905
306,14896
307,14898
308,14905
309,14909
310,14908
311,14914
312,14916
313,14916
314,14920
315,14920
316,14904
317,14899
318,14906
319,14911
320,14921
321,14915
322,14919
323,14920
324,14921
325,14918
326,14921
327,14921
328,14908
329,14906
330,14913
331,14915
332,14910
333,14921
334,14920
335,14926
336,14915
337,14915
338,14902
339,14907
340,14912
341,14915
342,14910
343,14910
344,14908
345,14914
346,14914
347,14924
348,14931
349,14928
350,14930
351,14938
352,14939
353,14940
354,14941
355,14942
356,14942
357,14940
358,14936
359,14934
360,14932
361,14928
362,14930
363,14938
364,14934
365,14931
366,14931
367,14934
368,14925
369,14931
370,14926
371,14929
372,14928
373,14927
374,14932
375,14933
376,14930
377,14928
378,14916
379,14915
380,14913
381,14921
382,14915
383,14924
384,14928
385,14929
386,14930
387,14929
388,14930
389,14938
390,14938
391,14934
392,14934
393,14938
394,14937
395,14941
396,14940
397,14945
398,14945
399,14936
400,14942
401,14944
402,14938
403,14935
404,14942
405,14942
406,14941
407,14949
408,14958
409,14953
410,14958
411,14963
412,14957
413,14960
414,14962
415,14959
416,14965
417,14961
418,14966
419,14965
420,14967
421,14967
422,14963
423,14963
424,14965
425,14964
426,14962
427,14953
428,14945
429,14941
430,14939
431,14935
432,14934
433,14937
434,14938
435,14943
436,14941
437,14941
438,14943
439,14948
440,14950
441,14948
442,14944
443,14950
444,14954
445,14956
446,14959
447,14955
448,14958
449,14953
450,14956
451,14962
452,14961
453,14958
454,14947
455,14947
456,14947
457,14949
458,14953
459,14953
460,14956
461,14952
462,14953
463,14954
464,14952
465,14946
466,14946
467,14950
468,14955
469,14957
470,14952
471,14948
472,14946
473,14945
474,14942
475,14943
476,14942
477,14941
478,14941
479,14946
480,14947
481,14948
482,14950
483,14955
484,14949
485,14952
486,14955
487,14955
488,14954
489,14945
490,14944
491,14949
492,14955
493,14955
494,14958
495,14957
496,14961
497,14959
498,14961
499,14965
500,14965
501,14969
502,14968
503,14970
504,14971
505,14975
506,14977
507,14975
508,14975
509,14972
510,14977
511,14977
512,14980
513,14979
514,14980
515,14980
516,14987
517,14989
518,14989
519,14991
520,14984
521,14989
522,14991
523,14992
524,14991
525,14992
526,14986
527,14986
528,14984
529,14982
530,14983
531,14987
532,14986
533,14979
534,14980
535,14975
536,14976
537,14978
538,14978
539,14977
540,14980
541,14981
542,14978
543,14971
544,14968
545,14972
546,14971
547,14970
548,14970
549,14968
550,14971
551,14974
552,14970
553,14969
554,14966
555,14963
556,14968
557,14971
558,14972
559,14979
560,14977
561,14977
562,14975
563,14972
564,14972
565,14972
566,14973
567,14977
568,14980
569,14979
570,14979
571,14976
572,14975
573,14971
574,14972
575,14978
576,14974
577,14978
578,14975
579,14971
580,14973
581,14972
582,14974
583,14969
584,14968
585,14968
586,14966
587,14968
588,14965
589,14965
590,14968
591,14968
592,14967
593,14963
594,14961
595,14964
596,14964
597,14966
598,14962
599,14963
600,14961
601,14959
602,14961
603,14957
604,14958
605,14957
606,14948
607,14952
608,14950
609,14946
610,14944
611,14941
612,14940
613,14939
614,14943
615,14943
616,14944
617,14946
618,14938
619,14936
620,14940
621,14937
622,14940
623,14942
624,14945
625,14945
626,14942
627,14939
628,14939
629,14937
630,14939
631,14935
632,14936
633,14935
634,14937
635,14937
636,14937
637,14937
638,14941
639,14937
640,14934
641,14934
642,14936
643,14938
644,14937
645,14935
646,14934
647,14932
648,14936
649,14939
650,14940
651,14939
652,14940
653,14940
654,14941
655,14943
656,14943
657,14946
658,14945
659,14947
660,14945
661,14938
662,14940
663,14939
664,14938
665,14938
666,14935
667,14938
668,14937
669,14936
670,14938
671,14938
672,14933
673,14936
674,14936
675,14931
676,14927
677,14922
678,14920
679,14914
680,14912
681,14911
682,14907
683,14906
684,14906
685,14906
686,14909
687,14909
688,14909
689,14910
690,14909
691,14907
692,14909
693,14907
694,14908
695,14906
696,14905
697,14906
698,14909
699,14912
700,14914
701,14917
702,14919
703,14917
704,14921
705,14923
706,14926
707,14924
708,14924
709,14923
710,14929
711,14927
712,14930
713,14933
714,14936
715,14938
716,14938
717,14937
718,14934
719,14935
720,14935
721,14935
722,14938
723,14935
724,14931
725,14933
726,14929
727,14932
728,14934
729,14933
730,14933
731,14936
732,14937
733,14938
734,14935
735,14938
736,14935
737,14937
738,14934
739,14936
740,14932
741,14935
742,14933
743,14935
744,14933
745,14935
746,14935
747,14932
748,14935
749,14934
750,14933
751,14933
752,14934
753,14931
754,14932
755,14932
756,14934
757,14934
758,14938
759,14936
760,14939
761,14938
762,14931
