duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
472696004,2132084669,145536,12652608,4,
469254582,2131152690,93312,12679145,5,
465957946,2126696306,99570,12577170,3,
464589894,2122592291,86843,12432708,3,
467033772,2131870589,84133,12690614,4,
468175338,2126756326,81994,12591838,4,
466799540,2132597154,87929,12593903,5,
465893861,2125292434,86418,12554761,3,
466393821,2124094579,88865,12461925,5,
466753881,2131520633,88422,12639529,4,
467395423,2130693116,83551,12659890,4,
466365623,2126630624,86495,12505813,3,
465719140,2124557330,85952,12486648,4,
465329517,2125000283,84807,12498832,5,
465496159,2126286735,86347,12535860,4,
468884768,2130297390,82969,12576966,3,
465937595,2128409687,75828,12618936,4,
466108038,2129893767,75750,12580332,5,
465513313,2127036930,82389,12593370,4,
466294013,2130198564,80844,12600161,3,
465685160,2127405604,86558,12663058,3,
465852342,2126217273,85199,12566830,4,
468702607,2129076258,78594,12588289,3,
466039801,2128228555,86319,12644813,5,
467793527,2135326393,82199,12753774,3,
468115710,2128131520,81875,12563507,5,
465574392,2124513490,82728,12524386,4,
467282472,2129296708,82907,12553767,4,
465235975,2126373372,89490,12589284,3,
467183076,2124740842,82188,12533703,4,
465402015,2125454425,84856,12528021,4,
465704193,2126615923,80847,12555514,4,
466845905,2123633241,80423,12390894,3,
469143077,2130590516,114821,12499470,4,
465661879,2127537845,92928,12531574,6,
466696551,2130561822,83255,12648197,4,
465722227,2128720929,83177,12635206,4,
465758902,2127605630,84311,12516995,4,
465715630,2126248814,80944,12503262,4,
468008659,2129261732,82133,12562294,3,
468493208,2127871846,84602,12583782,4,
464579084,2123216838,91002,12418942,3,
465405860,2125822665,85606,12549722,5,
469319176,2131449790,80878,12685231,3,
466565961,2129071956,89041,12591369,4,
464683060,2123114608,89784,12443222,4,
466503892,2129285625,82673,12599173,4,
465948272,2129653297,83741,12617632,4,
466685000,2129908726,81860,12671068,4,
467355651,2135775539,72777,12621295,4,
468365729,2130341036,82055,12626933,5,
465852578,2127845646,80709,12598493,4,
465496844,2125748741,79482,12550248,4,
466410933,2131054673,84370,12633753,3,
466659117,2129505591,82892,12586751,4,
465823092,2126540639,84329,12625036,4,
466503489,2131922234,83388,12613514,4,
468685253,2131413236,81548,12593430,4,
465207417,2126269505,80919,12566645,3,
466987244,2131632156,78820,12637075,5,
467315432,2125816431,82726,12518712,3,
465504204,2127134162,81524,12637828,4,
466273672,2130052142,81991,12637914,3,
468472757,2128341762,83328,12560194,4,
467369252,2126649060,89894,12559014,3,
466508657,2129119590,84663,12662092,4,
468068484,2123686034,83833,12446233,3,
468086603,2127504812,90152,12501042,6,
466264313,2129407760,93025,12592232,5,
465940618,2128020039,84960,12568784,5,
466274267,2128746008,81762,12573733,3,
469406451,2129621685,84972,12534868,4,
465451413,2126341111,83811,12494866,3,
465968968,2129835618,81357,12603699,3,
468589583,2130518386,84882,12671328,4,
466642509,2131033268,82746,12573888,3,
467969709,2135751680,85013,12577780,5,
468479016,2127582710,113596,12568305,4,
464828344,2125323234,90610,12523402,5,
465488765,2126951606,82327,12577363,3,
465639502,2127531305,82817,12573095,4,
465484381,2124628283,85850,12506626,4,
465768833,2127308475,82788,12583338,4,
467143649,2130209210,83121,12617871,4,
465715798,2127304929,85386,12623306,4,
467940558,2128157677,83638,12534135,5,
464450429,2122241534,83797,12364627,5,
466330391,2127538979,84018,12548592,3,
466210750,2126899396,88056,12571351,5,
466414420,2129846939,92069,12695892,5,
466459209,2130239228,86340,12657633,3,
468591902,2128496544,90203,12589909,4,
469735132,2136130842,93281,12549805,3,
466564281,2129241403,84336,12616562,5,
464767664,2123695297,82270,12404447,4,
469299214,2131260185,83877,12583606,5,
466254260,2129742313,89075,12548493,3,
467760966,2134529732,85848,12579323,4,
466415782,2124919518,86522,12459019,5,
466899685,2121094281,85476,12372292,5,
