duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
15113955448,69240812330,128283,19947681,38,
15130465526,69335960602,112651,19773115,34,
15098141389,69189820130,107008,19876371,40,
15092755889,69207258833,97973,20105065,23,
15091537901,69201054977,84998,19751207,21,
15092035902,69203326578,100173,20308891,25,
15136238765,69408972318,101858,20736975,29,
15099216010,69231760453,93458,20569989,22,
15094471480,69216398228,92840,20851192,22,
15093093187,69209356307,93687,20046207,21,
15112344119,69285465556,95407,25469190,28,
15113889302,69300020144,94785,23914318,22,
15095312330,69207916807,90387,20076806,22,
15092015663,69179745278,92967,19863566,26,
15088664953,69186294237,95658,19985814,29,
15095988656,69208512498,95468,20757519,22,
15110942880,69269665743,95509,20506150,22,
15101843286,69244753005,94290,19790744,23,
15111534456,69290426585,92970,19829052,28,
15095275179,69211773110,91459,21028448,22,
15094757273,69202270051,92089,19854618,24,
15107230896,69270688329,96499,20160068,23,
15098496095,69241278840,93427,19779004,30,
15086604139,69189610764,94461,20121401,21,
15092183972,69210830896,90835,20235824,24,
15119177549,69332133178,102391,21324918,29,
15087180417,69193349904,94601,20169912,29,
15104371359,69262226778,96217,22003733,24,
15141142087,69426107418,94425,20002628,21,
15110623479,69289424238,92015,20267730,24,
15089940123,69199298069,94057,20009386,27,
15110831145,69303178067,96740,21860493,22,
16224763415,74411332467,90165,40110179,24,
15102094340,69254836122,92861,21259485,26,
15143527628,69449407238,95857,25838012,25,
15120798735,69343957712,91991,20292323,22,
15111119069,69289750842,91530,19966976,22,
15181465316,69621709250,93894,27999432,26,
15129672436,69388334156,94899,20098494,27,
15113908426,69311484716,89861,22027603,24,
15094655857,69211545082,84899,20313987,25,
15105706686,69254292098,92701,19944685,32,
15123559462,69327577274,96025,19906643,27,
15167806246,69535622005,92027,20763468,21,
15091929147,69193618232,90836,19943099,22,
15097040152,69201896071,88735,21031740,25,
15146726843,69445448378,96254,26964611,25,
15113419015,69301201932,91391,19841826,23,
15097426846,69224180263,93366,19808691,22,
15085210659,69171804116,94232,20198887,28,
15119270106,69313059838,98483,20101795,28,
15095360963,69201130519,92595,20596431,20,
15089905315,69179636288,96523,20251350,22,
15093394137,69201441575,94201,19974663,25,
15098484920,69229510778,94013,20144700,25,
15083139201,69169748833,93295,19750376,20,
15080801094,69153423986,92177,19871518,23,
15086410763,69164930655,86227,19984761,26,
15080337652,69144446033,97043,19795651,29,
15114534406,69293183687,102530,20651770,25,
15092985745,69198610565,103247,20143891,21,
15088038718,69166984375,89385,20791989,28,
15096249409,69231762998,94540,20818439,24,
15087473318,69182500156,92968,19718147,22,
15144950522,69445869868,89630,23468211,20,
15117161563,69323161009,91841,22819958,29,
15094530086,69196778563,99660,20015722,25,
15087930837,69173224814,95238,20150311,21,
15103888552,69243595781,91504,21086906,22,
15116415326,69306766084,92995,20268254,25,
15101894330,69240602283,93132,19979715,24,
15103967588,69254217898,93399,20197452,22,
15117796151,69310973967,89289,19814718,21,
15136707275,69401518710,94193,21239804,26,
15107806811,69265892739,95779,20138346,24,
15143345852,69429857090,87124,20094335,22,
15089398642,69190789168,91419,20317119,22,
15120260375,69340818761,92313,22629329,25,
15109132283,69279576024,91542,19907843,22,
15099676730,69217570841,91812,19863366,25,
15099228420,69223912255,91537,20318194,24,
15114764307,69278101263,93998,20082115,31,
15084025416,69164928847,97933,19841719,23,
15085391360,69173276500,92323,20072440,22,
15093050777,69191930072,91010,20063465,23,
15098452084,69211093385,94116,19924876,27,
15095783200,69198735116,97592,20229589,24,
15099742382,69218708002,95499,20289883,21,
15106345359,69254955692,94291,20382871,22,
15111190239,69272801201,93088,19886344,27,
15100496292,69242194140,94669,20114875,25,
15129621280,69365861843,99354,23288538,21,
15125313424,69348506948,94243,21953912,22,
15110311593,69272425189,94079,21115193,26,
15112274216,69263954929,94851,19745607,24,
15160148439,69499094797,93867,28469915,21,
15113428167,69238852337,106608,20255666,25,
15124761662,69307331456,112084,22466438,37,
15127271032,69299653234,115603,21269724,46,
15104359359,69207829385,115582,21198200,44,
