duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
74496283,310855027,146403,421858,3,
69552934,310043933,78975,408869,3,
70250308,310500681,82318,413143,3,
70430759,311899753,84500,410869,4,
70221085,310126148,78485,407949,3,
70445332,310955328,81124,405300,3,
70373165,311312796,84114,415477,3,
70457722,311447506,81950,410540,3,
70308459,310863881,81319,405640,3,
70375006,310954236,71872,416155,3,
70402814,311173844,79386,414162,3,
70170668,310278848,81364,409990,3,
70161593,310360893,81565,410644,3,
70725439,312850912,82932,416569,3,
70246929,310737308,78758,413193,3,
70295769,310437179,77314,411199,4,
70132855,310156579,83734,411650,4,
70231581,310713352,83178,412627,3,
70138027,310291723,81645,410352,3,
70202432,310355220,78839,408157,3,
70397663,310544583,75740,410126,3,
70475042,311604032,82235,405687,4,
70222090,310601023,82419,411988,3,
70329393,311128479,84534,426462,3,
70264797,310305035,78712,412780,3,
70671147,311882068,74193,411363,3,
70443466,311655868,81991,451050,4,
70216176,310499294,82009,410391,3,
70191736,310309625,84827,412819,3,
70246805,310655023,80329,404599,3,
70155007,310363874,78156,418266,3,
70419382,311036579,81255,417772,3,
70534938,311685192,77496,417770,3,
70459509,311146634,77752,427140,3,
70304461,310613606,81642,405636,3,
70374982,311060583,80378,418482,3,
70574534,311976675,79345,452763,3,
70355584,310797610,79523,414442,3,
70343253,310580940,78633,413709,3,
71454648,310282896,80189,414759,4,
71040336,310810390,78183,414824,3,
70203641,310190140,81207,410349,3,
70505859,311349173,75736,417728,3,
70171673,310398316,78075,418983,3,
70323780,310667161,81120,422118,3,
70233626,310212183,78734,408915,3,
70403730,311271928,80239,429346,3,
75238714,333053603,82032,409559,3,
70286305,310903690,80842,412712,3,
70304946,310837439,81338,417588,3,
70541207,311933270,79876,407006,3,
70180492,310241769,70852,411367,3,
70382258,311089266,80581,411615,3,
70157876,310406878,76542,409248,4,
70327083,310760794,81290,412398,3,
70689515,311595748,108867,416249,2,
70316579,310741184,86580,414650,3,
70367719,310794179,76697,411288,3,
70244121,310651359,83849,413031,3,
71730222,310656658,81626,416114,3,
70558284,310010403,82634,409034,3,
70075809,310443885,77634,417893,3,
70371435,311165572,74902,430336,3,
70188237,310208081,74785,410401,3,
70277851,310855842,82024,419109,3,
70154765,309783538,66668,405853,3,
70180592,310312021,80873,410760,4,
70053075,309907059,77603,408872,3,
70269111,310790617,72296,414745,4,
70261219,310462717,81434,405714,3,
70298518,310603520,80457,418079,3,
70401623,311317596,80016,413797,3,
70269542,310332283,76816,411067,3,
70306085,310465692,75360,413458,3,
70278959,310540132,79009,412779,3,
70277380,310581208,84699,411807,3,
70482992,311296501,78847,416553,3,
70178227,310547169,81352,415029,3,
70261573,311232230,75655,404907,3,
70257922,310517673,83208,416339,4,
70064103,310253469,74641,410518,3,
70211950,310490374,78499,409153,3,
70195497,310432482,76369,411078,2,
71435515,310397919,78416,411308,3,
70837423,310183903,78498,400714,3,
70258432,310952436,81247,408558,3,
70504982,310803266,79196,413299,3,
70335220,310688957,74975,411426,3,
70227822,310597503,81995,410655,4,
70106518,310289740,83050,401713,3,
70115864,310238759,76513,407737,3,
70423269,310746444,77431,407664,3,
70749100,312500936,77412,411721,3,
70149968,310540384,81670,412948,3,
71222895,314602559,77080,416194,3,
71249855,310120612,68095,405028,3,
71289480,311296288,77941,411339,3,
70494713,311205969,72771,418299,3,
70183665,310215646,79395,412785,3,
71545645,311225855,78868,411232,3,
