duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
2022757210,9263821910,86382,59727577,8,
2021273694,9258911554,83008,59554826,6,
2024378042,9265167496,81609,59887705,6,
2021354879,9259756112,97730,59489524,6,
2022868399,9258571305,88317,59567915,9,
2023248280,9258355611,116107,59641151,6,
2021130788,9261051602,93998,59738577,8,
2022337900,9257727401,87731,59376168,5,
2024817068,9265229091,85305,59635173,6,
2021474557,9261116736,90656,59563390,6,
2022573444,9252720811,98316,59447926,7,
2020234928,9252141173,95174,59268690,6,
2044247412,9340736719,91669,61659854,7,
2022981696,9261418635,94110,59665950,6,
2021873765,9256305837,90361,59387326,7,
2023950900,9263448896,88005,59674102,7,
2026101195,9265969873,91294,59747792,6,
2019732606,9248626756,96934,59353593,6,
2022896908,9248738660,92368,59330956,8,
2024130405,9267241901,91468,59975054,6,
2022527146,9259769349,89143,59469057,7,
2019940508,9252459579,88159,59370529,6,
2024079366,9255908635,118569,59500710,7,
2021682346,9254080519,87552,59600555,6,
2021512959,9253568776,88027,59520386,12,
2021164010,9259052785,82762,59727592,5,
2025098271,9269744191,86783,59751396,8,
2021877061,9260358223,83148,59675005,6,
2021755505,9256471889,85993,59543600,6,
2022844530,9257867822,84106,59499378,5,
2022778493,9265832983,75425,59557182,8,
2022791431,9256177194,75804,59276686,5,
2019732325,9254467652,85368,59414555,8,
2027127867,9274668808,82406,59196532,6,
2024327914,9263063014,83907,59630325,7,
2021666117,9262364874,77103,59485178,6,
2019376764,9247533983,80186,59363070,5,
2024213236,9264557831,80772,59827009,6,
2022025999,9259921978,74475,59437725,4,
2024891820,9272159419,89002,59744385,6,
2024455538,9267930631,86201,59987633,6,
2018569195,9240959226,91096,58965830,7,
2020293954,9253321564,86387,59519722,5,
2022377823,9263212897,85510,59488596,6,
2023831990,9256324268,83504,59479714,5,
2021606306,9243927782,86944,59025187,6,
2019865336,9254915521,86582,59427523,7,
2018999187,9241633222,77775,58967743,7,
2021705497,9248204915,86715,59248091,5,
2023828674,9269268415,87345,59760011,6,
2024342007,9267259756,83269,59838020,5,
2020833600,9252613823,89571,59376903,6,
2021587499,9252729337,84288,59461822,5,
2022476143,9258242612,87527,59581228,8,
2023484014,9263934928,89260,59750883,5,
2026621992,9268213679,89522,59728881,6,
2022996198,9250867656,88739,59323287,5,
2022280727,9263119808,83377,59790653,5,
2019049773,9238012922,86735,58935873,5,
2024813680,9259135281,86416,59599222,8,
2019373059,9254739300,91023,59451083,6,
2051537424,9392728441,86540,59702631,7,
2023517664,9254157193,86649,59216584,6,
2020817163,9255986775,91118,59469821,7,
2021844501,9261143149,85957,59604236,7,
2030961912,9294688887,87766,59953070,6,
2016933184,9240809827,88024,59079272,5,
2021734578,9260754903,87112,59840469,7,
2021722271,9256841901,88968,59525102,5,
2024424104,9264998415,87657,59726943,6,
2023535638,9257857605,86132,59356978,5,
2022854511,9258685999,79185,59554616,6,
2019561140,9253049351,78109,59415927,5,
2023525776,9258681812,73085,59495445,6,
2023978747,9258035936,88520,59597455,6,
2016389149,9238217774,86196,58995363,8,
2022637148,9265423752,75249,59741010,5,
2026465961,9265809312,88560,59853177,7,
2020689142,9258710524,87883,59471880,5,
2020247188,9253286265,86522,59400713,7,
2021811768,9253872884,88227,59396769,5,
2020982658,9259439609,86706,59623151,7,
2018224111,9240903147,85182,59127112,6,
2020953072,9253469914,88817,59363452,11,
2021335421,9261504849,86790,59653255,6,
2022442254,9253217605,87174,59227556,6,
2021970163,9259385933,85569,59440588,5,
2020008470,9255610185,87262,59683777,5,
2025670297,9267434642,80301,59105762,5,
2026772893,9264706038,87738,59521817,8,
2019238065,9253795639,86337,59489818,5,
2020285417,9251738412,81764,59498953,6,
2019375214,9237930309,85853,59028561,5,
2022562577,9268748236,87346,59398831,6,
2019740585,9249988093,76779,59415418,4,
2025418905,9273901872,87529,59716892,6,
2024700900,9268297225,79841,59383190,5,
2024492683,9260903047,84304,59731840,6,
2021045904,9252871159,78917,59402189,4,
2022442559,9257953883,87622,59644215,6,
