duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
3753695593,17198749385,83792,6868261,9,
3754232231,17203144758,87089,7047093,7,
3747303155,17179067616,86288,6858272,7,
3762273047,17229914413,84345,6803061,9,
3782463622,17334346277,85236,11745957,8,
3749587870,17177503827,87109,6826423,9,
3749956506,17177545968,91754,6932509,7,
3760888056,17231183682,87069,7213723,9,
3761174042,17228497189,86352,6866852,8,
3749857142,17179857866,86234,6866191,8,
3757236976,17213049309,84233,6867944,7,
3754935922,17204433862,87965,6872096,8,
3753784433,17200786279,86161,7044258,11,
3747916601,17180228769,86481,6915996,7,
3748379075,17174448862,85635,6905441,7,
3749293510,17167718837,88676,6910816,8,
3762983083,17241655882,88324,7002612,9,
3756982318,17220938674,88099,7017512,8,
3753386862,17188350527,84490,6910579,7,
3749106162,17184423819,89997,6883992,7,
3751050160,17191154450,86252,6928067,9,
3747153450,17178117839,84404,6849076,8,
3760970267,17231860741,87731,8294044,8,
3751870108,17184139853,87979,6878996,6,
3750165463,17176530171,87801,6870102,8,
3747314134,17173369199,91854,6957954,10,
3746674634,17168417859,87154,6825345,8,
3756759058,17207421795,89507,6860961,7,
3745935937,17172535569,86961,6843321,9,
3749708707,17182316251,86313,6861803,8,
3748580869,17181737637,89554,6822375,8,
3748736714,17178864358,87212,6839316,9,
3754726363,17212502699,86341,6829662,8,
3756888157,17215424556,86304,7264639,8,
3748564247,17178028945,87586,6946617,8,
3752075059,17188443720,90912,6990511,8,
3749044201,17186105834,88748,6859644,8,
3748455837,17182686550,114530,6944422,10,
3746501815,17167994479,95168,6874329,8,
3749711276,17189189622,89369,7456657,7,
3749524431,17180785893,86921,6965265,8,
3752028026,17189467451,86557,6932234,8,
3745120073,17163059733,89460,6875814,8,
3751181202,17177290281,91827,6853935,8,
3748662080,17178516341,91823,6826522,12,
3761653903,17226492667,88196,6993797,9,
3763133805,17245573509,86350,6939581,8,
3756723414,17220932398,80254,8469978,9,
3751178621,17180765253,79353,6953842,8,
3747936036,17181718476,85213,6931402,7,
3751047945,17179255149,88149,6905400,8,
3747079986,17167488435,81111,6824875,8,
3752424323,17180990848,85955,6906354,7,
3749227026,17180083361,90045,6890466,8,
3750922579,17177992115,90027,6846621,8,
3744769124,17165998430,90020,6822197,7,
3752027037,17183368415,85683,6957035,8,
3752947501,17200021371,84561,7412828,8,
3803520937,17430579670,86741,6962897,8,
3748951862,17180962100,90167,6831364,9,
3757909980,17205377941,91227,7335999,10,
3749841541,17184361211,91244,6879681,8,
3748861084,17172219069,87376,6836273,9,
3756728550,17219213969,89629,7561976,10,
3754679993,17197325580,86043,7166918,7,
3752737634,17184274287,88698,6823524,9,
3865530758,17711057469,86789,19453791,10,
3751604845,17186715350,87072,6958126,8,
3748147828,17178218378,86812,6914436,7,
3752301944,17181359443,88174,6895587,8,
3750099912,17183236812,91858,7167855,9,
3751482897,17191825454,86469,6903177,8,
3756138426,17202295909,86806,6868324,8,
3758425391,17219452442,86500,7189856,7,
3764959563,17243565574,88720,8502314,8,
3748025811,17173716644,86737,6827782,8,
3755276963,17197725596,90756,6998292,11,
3749297231,17172636234,85389,6803221,6,
3759292578,17227249463,89860,7319043,8,
3754138977,17207843173,87413,6906416,10,
3760832892,17227476111,84727,7060982,8,
3753696930,17208457345,88609,6910128,8,
3767087932,17253345633,83408,6833068,8,
3750427928,17181295224,85768,7209767,8,
3746814275,17172877181,90019,6872658,7,
3750233022,17186784608,88084,7196237,7,
3750148862,17183017420,92907,6900425,8,
3754178487,17189940870,99135,6849004,11,
3752993273,17194428699,94888,7250258,12,
3752410516,17178452149,92204,6914308,10,
3753752049,17189379774,95438,6903448,11,
3755238983,17179714059,101396,6866694,10,
3750354353,17180101897,96959,6885661,13,
3786821662,17334613946,96459,9521664,10,
3755624641,17194607890,99597,6879721,10,
3758417561,17210303874,97193,6917462,12,
3749755710,17177231607,96839,6846033,13,
3754577179,17188815749,90596,6824207,11,
3755011806,17184133742,98390,6878648,10,
3759675179,17220321050,99303,7042925,11,
