duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
265877477,1195589537,85236,1687615,3,
264768536,1196582696,83637,1644680,4,
263135122,1198992062,82191,1669885,3,
262188203,1194982780,82124,1652961,3,
264234938,1195484923,83814,1649938,4,
262366317,1195939034,77512,1646003,4,
263445819,1200646830,87705,1657476,4,
265482010,1198633849,110589,1651469,3,
264721299,1196857852,90364,1656511,3,
270462860,1231576392,84896,2475627,5,
262589892,1196686291,84513,1643725,4,
264376773,1195646288,85626,1656189,3,
262393642,1195019897,80818,1659387,4,
263090368,1199767522,71399,1671189,3,
264310766,1195610897,80623,1663234,3,
262476376,1196297632,82381,1676322,4,
262827539,1195372152,78623,1659711,4,
264312623,1194420914,82336,1657405,4,
262089268,1194840946,81431,1662839,3,
262824716,1196676110,83419,1648887,3,
264047724,1194184900,82761,1643744,4,
262815887,1198439136,83067,1670492,5,
262083677,1194406041,83360,1657899,3,
262526729,1197002411,80366,1655510,3,
264631566,1195825489,82527,1651890,5,
262426152,1195350088,83506,1672778,3,
264934567,1195675747,114592,1649081,3,
271073702,1226894367,86164,2300695,3,
262262527,1194347912,79966,1653575,3,
262064789,1193663013,82051,1647892,3,
264354367,1195431676,81078,1648119,3,
262764616,1194980376,81413,1659754,4,
262582139,1195666266,80529,1672668,3,
264886579,1198159462,83504,1663585,3,
264327296,1193291053,83643,1640769,3,
263154021,1197292774,81893,1664332,4,
264152424,1194165123,76876,1649972,3,
264586336,1196540028,82166,1657054,3,
262435280,1195053658,81387,1637537,3,
262157042,1193948065,81563,1634405,3,
264730835,1195525803,82289,1647559,3,
262554879,1195238188,78633,1671767,3,
262395002,1195313806,81504,1685634,4,
265486016,1198744374,79268,1651122,3,
262586263,1195736522,83718,1652659,3,
265030553,1197637187,113896,1641257,3,
264950794,1198501517,88712,1688663,5,
264924445,1196519957,78721,1668915,3,
263559700,1201085050,86176,1669644,3,
262365151,1194647376,85507,1650204,3,
264994332,1196727398,84528,1668433,5,
262117957,1194083257,81716,1644447,3,
264633806,1197355877,78617,1693036,3,
264410187,1195294160,83306,1655534,4,
262439159,1194943567,81255,1669660,4,
261874255,1193268759,76842,1653622,3,
264423952,1195771892,86145,1646801,3,
262307738,1194220191,79414,1661751,4,
262155528,1195024139,81213,1651833,4,
264415775,1194316767,79523,1656441,3,
264624289,1205362980,79921,1633179,3,
262312255,1195061095,80371,1649298,5,
264680819,1196790433,81496,1675893,4,
262160859,1194800444,80273,1675939,4,
269158994,1201496949,111989,2036069,3,
262774285,1196020650,85707,1649859,5,
264618665,1195562906,81952,1648022,3,
263345665,1198730166,86311,1657723,3,
264570529,1205677829,82208,1670664,5,
263823510,1193002783,81468,1641725,4,
262485971,1195486126,80555,1716375,3,
262654805,1194729224,82845,1659031,3,
264716822,1195725970,83363,1673076,5,
262834965,1194466997,71733,1642828,2,
262646976,1195989144,83329,1660777,3,
264585982,1197221525,81222,1667269,4,
263135134,1198466727,79610,1661175,5,
262893256,1197358992,81937,1647861,2,
264388219,1195432104,76974,1642151,2,
263040617,1197524441,77918,1677805,3,
262864643,1196109196,78988,1665998,4,
263080649,1200010596,80281,1639189,4,
262560300,1197011002,78090,1679256,3,
263167439,1196129190,110129,1655966,3,
262635328,1196261466,90186,1663996,3,
264063728,1194238202,78959,1651958,2,
264278096,1204920999,79043,1642220,3,
262287968,1194386044,77541,1646303,5,
264551694,1195883082,83127,1664267,3,
262196946,1194678165,79222,1652753,3,
262575459,1195507101,77806,1680204,3,
265300769,1197263561,89642,1660910,5,
262316664,1194692851,92880,1634130,3,
265066689,1197647915,82629,1662686,2,
264753773,1195813542,87873,1665731,4,
262330722,1195018631,80631,1660109,3,
264879627,1206277072,80923,1678269,3,
264782723,1195703992,84527,1648012,3,
262649679,1197174802,93406,1658054,5,
262944792,1197317136,85134,1668016,3,
