duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
8253808566,37822721900,82976,247704302,14,
8210754354,37627834932,123724,247848396,16,
8212938480,37625748867,103293,247360714,22,
8217144574,37631894551,103947,248578944,23,
8213520732,37619627435,106307,248382433,25,
8243771541,37773761374,108518,247995696,22,
8199282278,37573881713,100112,246054979,21,
8211804625,37619276615,98906,247217805,21,
8215194988,37636838936,107939,248371266,24,
8226409406,37686897358,103188,250080621,25,
8209021124,37610639642,102307,245599856,26,
8219987484,37666163411,102049,248054618,27,
8203071601,37595249109,95874,247260902,24,
8203101099,37610343388,97788,247838046,18,
8195793285,37579207598,92555,247172056,20,
8204244321,37614919955,91629,247842601,18,
8204545727,37610054525,91210,248242220,17,
8206661944,37614415844,85441,247651189,20,
8205637153,37616885097,92477,248310458,19,
8214872764,37658157544,90711,249613952,20,
8202796100,37593553268,91493,247730606,17,
8202043439,37590141198,92066,247575083,17,
8204450453,37602390355,93798,247323771,17,
8216839432,37656151403,90099,249193188,19,
8214771828,37656966867,91408,249328771,17,
8204496074,37608126602,94585,247633106,25,
8208385748,37612692953,87923,247124287,23,
8214834134,37656894285,83975,248285202,17,
8204643368,37604358128,91520,246963079,18,
8191493594,37544613603,91016,245169376,18,
8214795729,37646590637,92580,248216548,17,
8205723706,37604161084,94868,247350227,19,
8208388118,37612977026,99180,247532328,22,
8206057313,37621185336,97865,248417632,18,
8210965500,37642483043,91384,247890663,18,
8220915802,37683346493,92262,248803366,18,
8212136087,37636679028,90614,248738941,17,
8212252796,37633738965,83109,248269081,17,
8205862793,37607797200,91895,248009089,17,
8203938585,37600118545,90321,247392247,22,
8204053750,37608607016,92158,247766046,16,
8197973792,37583391861,82925,247795198,20,
8202385193,37597932784,89456,247641733,19,
8194349612,37561810479,92558,245943158,17,
8206822212,37607203290,84973,247277817,16,
8212996638,37643383893,91421,248037815,18,
8203230707,37601472227,91562,247509458,20,
8209250073,37620363415,92258,247546587,21,
8191872037,37541285345,90018,245694407,19,
8202417753,37600068191,91019,247425516,19,
8211925557,37644781422,86343,248012290,17,
8207454961,37624089979,82351,247920652,18,
8206518248,37622354104,88593,247741278,17,
8201805440,37595900130,89233,247184877,18,
8191579162,37547503444,95167,245815286,22,
8209577082,37632552826,93206,248492071,21,
8200612609,37599178686,91281,247620744,18,
8206421576,37618230513,95453,247660736,21,
8200913683,37600643935,96353,247172307,20,
8198869163,37584730883,94719,247264734,17,
8202719551,37599347516,91308,247428953,18,
8211519609,37635013309,94839,247696273,22,
8217765634,37670368028,93364,248264218,18,
8204594318,37595665553,94408,247003029,25,
8204123772,37611862210,92553,247843821,17,
8204763937,37612901670,89641,247923473,17,
8206731663,37620937770,92991,247681699,18,
8201030950,37598676547,91058,247429283,17,
8228529285,37716975217,86831,248220509,15,
8198971341,37580421550,92482,246723679,18,
8224248597,37687331601,86829,247943148,18,
8214018851,37646762696,88435,247301787,17,
8193627221,37566707169,86682,245451638,16,
8208929814,37635680240,84825,247699092,16,
8206306425,37625903238,87365,248199017,17,
8267805056,37900960489,85510,250427163,17,
8193555979,37557425745,84630,245445399,19,
8202736355,37609934439,86608,247543137,19,
8197735548,37586257310,88345,246871461,17,
8203807338,37610528384,84028,247464797,17,
8209374382,37632321484,106340,247802288,17,
8215218758,37652238552,116561,248775466,22,
8207836899,37616619124,112359,247884857,23,
8226804413,37672556044,113753,248122159,29,
8211857436,37607734239,112317,246655797,25,
8204028263,37610603283,102893,247629378,25,
8201996468,37599689256,93393,247460181,17,
8200512943,37595260650,94503,247242488,20,
8202316465,37607001628,91616,247118803,18,
8200168786,37581502148,90108,246502841,18,
8205406222,37610684133,90081,246390397,20,
8217454808,37657589530,89594,250237048,17,
8196352202,37578708554,92711,246394232,19,
8198686235,37585671611,91278,247127811,19,
8194502726,37568217685,90591,247256264,17,
8210315031,37642729130,90509,247310754,22,
8204944347,37610060196,88096,248004315,16,
8198650570,37572684271,93904,246477593,17,
8200821322,37596780833,90375,247758152,23,
8202817096,37602980163,90051,247693248,21,
