duration_time,cycles:uk,cache-misses:uk,branch-misses:uk,context-switches:uk
986961468,4507697201,89908,3252321,4,
988075564,4510446086,89759,3325739,5,
986589363,4503826271,84767,3109210,6,
989686526,4520217549,84449,3258517,4,
985174655,4506240099,87718,3218271,4,
984057900,4503961623,83249,3149543,5,
984914242,4504467645,113450,3194170,6,
984658025,4503911421,89501,3122523,3,
987147687,4514207047,88414,3143756,5,
985099242,4509023705,85449,3267759,5,
984018900,4498444545,85591,3113886,6,
989896093,4506369589,91945,3182752,4,
987881789,4504614153,98153,3141971,5,
988794264,4516634182,89556,3135619,4,
986383181,4500714572,86597,3148266,6,
985444835,4501228224,81671,3157672,4,
984751392,4500576377,84635,3095150,5,
987591172,4515804814,86888,3196626,4,
986800231,4508868014,86234,3275089,6,
985083193,4502893289,85551,3091573,4,
988699788,4514753088,86070,3654088,6,
984152293,4506610899,83255,3258122,4,
987185116,4509076231,85676,3110526,6,
988533395,4504929636,84263,3129808,4,
988045205,4510075897,97643,3172669,6,
988511223,4511388951,92190,3144327,4,
991407101,4528851915,86475,3333520,7,
989332197,4511215205,83555,3353676,5,
989159519,4506898804,91514,3180674,6,
983543415,4501640026,91945,3143959,4,
988386495,4521757071,83600,3135113,5,
988805993,4525586861,85092,3124714,6,
985124299,4505595887,86249,3113515,4,
992128147,4535084356,114318,3190729,5,
986906024,4505410778,94290,3122798,3,
986297365,4506766012,94864,3101315,6,
983963465,4504415415,87016,3169780,4,
990174282,4532650796,84360,3647217,6,
985475205,4505398997,86540,3117868,4,
987596486,4514465961,89377,3170894,8,
986022188,4501254155,86672,3143533,4,
987869467,4507863750,85855,3134276,6,
987316763,4509930301,83161,3168930,4,
984615111,4503219657,84794,3148064,6,
991584299,4508765564,88684,3274351,4,
987220431,4503875553,97110,3130695,6,
984992179,4504056531,90611,3146829,6,
989462130,4528318481,84815,3117774,7,
984476845,4503577150,84555,3135144,4,
986331962,4504266787,89081,3127688,6,
986771827,4503010885,119961,3129144,4,
986188145,4501848771,90672,3149951,6,
987958788,4513984969,87171,3190050,4,
984289972,4495399659,78270,3136975,6,
987613574,4506842167,84365,3120775,4,
986960011,4500500922,89375,3137299,6,
986641870,4503758123,97434,3098001,4,
986308038,4512606353,95433,3100244,5,
985040891,4503344162,89400,3186486,3,
985587262,4503510714,83858,3134991,6,
986813298,4511417611,93537,3207659,4,
984553086,4504367282,88557,3127567,5,
985403788,4510461369,87961,3148319,5,
985385048,4500363673,84629,3147892,6,
987018105,4506604442,86085,3176224,5,
987809601,4507713882,87161,3164201,5,
986649940,4505820221,113880,3159089,4,
1019853220,4655578904,90399,6410339,7,
985489876,4506505407,87894,3137443,4,
985265865,4500551756,88811,3120918,6,
988940533,4516325734,86595,3153408,4,
987731648,4507052648,111625,3175428,6,
989224818,4519408784,92750,3151977,4,
987877034,4512756725,81044,3145949,4,
985249060,4510225190,84104,3145469,4,
984267323,4504244972,82699,3081634,4,
986391517,4509078493,84114,3118453,4,
982928206,4499369800,84779,3110183,4,
986817399,4518517773,84952,3239662,4,
984600689,4506567670,78635,3142508,5,
985155215,4500747193,80542,3126394,3,
988303626,4507422503,84121,3136213,4,
986173405,4505477726,86139,3145996,4,
996750032,4563197621,85233,3556228,4,
987717732,4512406124,81450,3132280,4,
983732445,4501846285,76874,3102417,3,
983548797,4503014181,85221,3149858,4,
985549443,4504850168,86800,3162377,8,
983780335,4504172861,87049,3149587,4,
983987420,4504980807,82428,3160313,4,
985518992,4502686537,88602,3106795,4,
986386330,4504144530,93820,3166184,5,
991116806,4521987136,83119,3568973,4,
986502997,4505833296,84355,3204723,5,
986107768,4505387473,84235,3179913,4,
985298150,4505713027,88456,3191117,5,
985338226,4509913635,84601,3150350,4,
984141953,4505473484,82195,3146790,4,
985892270,4506918581,81384,3205966,4,
984483041,4503496458,87616,3153527,6,
