1,4243034
2,4000426
3,4138311
4,4287120
5,4289666
6,4317389
7,4310310
8,4314163
9,4365216
10,4359886
11,4362664
12,4360093
13,4386592
14,4413811
15,4423896
16,4440158
17,4440800
18,4433996
19,4439361
20,4439649
21,4431476
22,4424614
23,4430208
24,4434050
25,4441993
26,4410420
27,4414063
28,4426491
29,4426198
30,4431439
31,4435983
32,4440930
33,4450106
34,4445553
35,4443674
36,4445975
37,4441183
38,4434822
39,4432940
40,4438587
41,4443021
42,4440861
43,4445406
44,4448993
45,4445016
46,4447814
47,4450756
48,4455671
49,4448671
50,4456345
51,4450699
52,4448492
53,4453047
54,4461090
55,4462212
56,4467647
57,4459965
58,4465451
59,4466722
60,4469570
61,4465359
62,4465638
63,4469431
64,4469648
65,4467841
66,4469750
67,4470830
68,4477948
69,4482111
70,4480536
71,4477926
72,4483321
73,4481257
74,4482643
75,4485697
76,4489294
77,4492661
78,4493379
79,4494150
80,4491095
81,4490007
82,4488097
83,4488240
84,4489506
85,4487077
86,4483666
87,4483593
88,4485027
89,4488325
90,4492121
91,4494284
92,4493752
93,4490787
94,4492164
95,4492855
96,4493955
97,4493838
98,4495471
99,4491506
100,4488809
101,4486989
102,4485737
103,4486299
104,4484952
105,4488004
106,4486241
107,4485230
108,4487752
109,4486306
110,4484499
111,4486701
112,4485637
113,4484850
114,4486905
115,4485561
116,4486065
117,4487362
118,4489520
119,4490404
120,4489922
121,4490797
122,4489959
123,4490245
124,4491401
125,4491900
126,4493179
127,4494219
128,4495413
129,4495040
130,4497522
131,4498012
132,4498588
133,4502709
134,4503317
135,4504895
136,4506309
137,4505937
138,4504109
139,4505959
140,4504503
141,4503472
142,4503764
143,4504463
144,4504081
145,4503372
146,4500603
147,4498827
148,4501708
149,4499558
150,4499994
151,4500246
152,4498549
153,4500121
154,4499802
155,4500883
156,4501215
157,4500997
158,4502322
159,4503729
160,4503151
161,4505372
162,4504792
163,4505253
164,4506019
165,4505970
166,4503228
167,4505627
168,4503731
169,4501539
170,4502495
171,4503175
172,4501853
173,4502645
174,4503032
175,4503056
176,4502450
177,4502168
178,4503689
179,4503078
180,4500628
181,4501213
182,4502056
183,4502385
184,4503857
185,4504221
186,4505174
187,4504936
188,4505436
189,4503205
190,4504548
191,4503843
192,4503414
193,4503495
194,4504566
195,4504333
196,4505752
197,4506069
198,4504965
199,4505460
200,4503868
201,4502978
202,4502395
203,4500983
204,4501032
205,4501862
206,4497152
207,4495829
208,4496143
209,4496564
210,4497747
211,4497789
212,4497629
213,4498832
214,4497815
215,4498831
216,4498558
217,4499277
218,4499222
219,4496794
220,4496274
221,4495230
222,4495303
223,4496691
224,4497732
225,4497544
226,4497847
227,4498994
228,4498675
229,4498168
230,4497606
231,4497142
232,4496887
233,4495518
234,4495111
235,4495952
236,4496095
237,4496221
238,4497219
239,4498064
240,4497610
241,4495202
242,4496157
243,4494724
244,4494489
245,4495015
246,4494208
247,4493328
248,4491136
249,4491636
250,4491918
251,4491600
252,4491467
253,4490838
254,4491190
255,4490576
256,4490377
257,4490697
258,4491063
259,4491156
260,4491115
261,4490794
262,4491350
263,4490531
264,4488144
265,4488119
266,4487510
267,4488155
268,4487797
269,4487474
270,4486995
271,4488356
272,4489029
273,4490404
274,4490823
275,4490575
276,4491087
277,4491328
278,4491361
279,4490689
280,4490209
281,4490632
282,4491392
283,4491165
284,4488839
285,4489296
286,4488182
287,4488604
288,4488320
289,4487526
290,4488151
291,4488026
292,4488287
293,4488808
294,4489433
295,4489188
296,4489749
297,4489012
298,4488772
299,4488322
300,4488997
301,4488991
302,4490224
303,4490428
304,4489260
305,4489096
306,4489567
307,4490519
308,4490311
309,4489568
310,4489125
311,4488415
312,4487521
313,4487516
314,4486986
315,4488044
316,4488378
317,4488263
318,4488399
319,4488621
320,4488876
321,4489077
322,4488594
323,4488913
324,4488146
325,4488614
326,4488745
327,4488888
328,4487496
329,4488170
330,4488201
331,4487657
332,4488969
333,4489300
334,4488876
335,4489507
336,4489019
337,4489201
338,4489162
339,4489220
340,4489697
341,4489329
342,4489648
343,4489774
344,4490235
345,4489490
346,4489938
347,4489871
348,4489025
349,4489314
350,4488964
351,4488263
352,4488145
353,4486169
354,4486130
355,4486828
356,4487838
357,4487349
358,4487440
359,4487816
360,4488109
361,4488838
362,4488289
363,4489032
364,4489728
365,4490612
366,4489019
367,4489126
368,4488525
369,4488795
370,4488047
371,4487380
372,4488241
373,4487794
374,4488423
375,4488778
376,4489357
377,4488022
378,4488425
379,4488805
380,4488085
381,4488652
382,4488560
383,4488148
384,4488391
385,4488235
386,4488197
387,4488022
388,4488682
389,4489577
390,4488937
391,4489321
392,4490259
393,4490295
394,4490826
395,4491505
396,4491192
397,4491543
398,4492481
399,4492454
400,4492991
401,4490735
402,4490497
403,4489986
404,4490317
405,4490625
406,4490113
407,4489987
408,4489450
409,4489823
410,4489781
411,4489510
412,4489952
413,4488554
414,4488196
415,4488748
416,4487757
417,4487772
418,4487910
419,4488534
420,4488645
421,4489066
422,4489342
423,4488596
424,4488405
425,4488273
426,4488348
427,4487986
428,4488170
429,4487816
430,4487607
431,4487378
432,4487615
433,4488291
434,4488779
435,4488612
436,4489157
437,4488807
438,4488432
439,4487495
440,4487183
441,4487468
442,4487535
443,4487808
444,4487924
445,4488011
446,4488208
447,4487461
448,4487080
449,4487478
450,4488063
451,4488968
452,4489038
453,4489714
454,4489496
455,4489371
456,4487409
457,4487863
458,4487957
459,4488308
460,4488222
461,4487898
462,4487947
463,4487042
464,4487422
465,4486819
466,4486914
467,4486259
468,4485612
469,4484997
470,4485209
471,4484915
472,4484608
473,4484340
474,4484967
475,4485007
476,4484707
477,4484167
478,4483397
479,4483473
480,4483430
481,4482878
482,4483125
483,4482896
484,4482841
485,4482039
486,4481474
487,4481729
488,4481491
489,4481474
490,4482349
491,4482480
492,4482768
493,4482691
494,4482834
495,4482456
496,4482925
497,4483562
498,4482909
499,4482398
500,4482672
501,4482698
502,4482565
503,4482822
504,4482958
505,4482368
506,4482343
507,4482910
508,4482736
509,4483317
510,4483487
511,4483416
512,4483726
513,4482617
514,4482444
515,4482059
516,4481525
517,4481209
518,4480874
519,4481374
520,4481521
521,4481770
522,4482579
523,4481830
524,4481350
525,4481255
526,4481040
527,4481462
528,4481962
529,4482074
530,4482417
531,4481868
532,4481803
533,4481715
534,4481357
535,4481243
536,4481512
537,4481244
538,4481070
539,4481296
540,4481189
541,4481265
542,4481574
543,4481803
544,4481895
545,4480428
546,4479961
547,4479150
548,4479288
549,4479332
550,4479603
551,4479678
552,4480083
553,4479811
554,4480153
555,4479950
556,4479854
557,4480236
558,4479645
559,4479862
560,4479664
561,4479625
562,4479600
563,4479413
564,4479376
565,4479503
566,4478482
567,4478195
